set,repo,path,method,operationId,gt_class,resolved,security_present,security_scheme_count,security_scopes,doc_top_level_security,doc_oauth2_flows_with_scopes,doc_security_scheme_external_ref,requestBody_present,requestBody_media_type,requestBody_props,requestBody_party_money,status_codes,has200,has201,has202,has204,callbacks_present,doc_has_webhooks,desc_mentions_callback,idempotency_header_param,party_id_param,x_extension_keys,has_operationId,has_summary,has_description,resource_schema_found,resource_schema_from,resource_schema_props,resource_schema_party_field
camara,NumberVerification,/device-phone-number,GET,phoneNumberShare,r,true,true,1,number-verification:device-phone-number:read,false,false,false,false,,,false,200|400|401|403,true,false,false,false,false,false,false,false,false,,true,true,true,true,/device-phone-number,devicePhoneNumber,false
camara,OTPValidation,/send-code,POST,sendCode,x,true,true,1,one-time-password-sms:send-validate,false,false,true,true,application/json,phoneNumber|message,true,200|400|401|403|404|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,OTPValidation,/validate-code,POST,validateCode,w,true,true,1,one-time-password-sms:send-validate,false,false,true,true,application/json,authenticationId|code,false,204|400|401|403|404|429,false,false,false,true,false,false,false,false,false,,true,true,true,false,,,false
camara,OptimalEdgeDiscovery,/regions,GET,getRegions,r,true,true,1,optimal-edge-discovery:regions:read,false,false,true,false,,,false,200|400|401|403,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,OptimalEdgeDiscovery,/retrieve-optimal-edge-cloud-zones,POST,discoverOptimalEdge,r,true,true,1,optimal-edge-discovery:edge-zones:read,false,false,true,true,application/json,device|applicationProfileId|edgeCloudRegion,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,PopulationDensityData,/retrieve,POST,retrievePopulationDensity,r,true,true,1,population-density-data:read,false,false,true,true,application/json,area|startTime|endTime|precision|sink|sinkCredential,false,200|202|400|401|403|404|422|429,true,false,true,false,true,false,false,false,false,,true,true,true,false,,,false
camara,PredictiveConnectivityData,/retrieve,POST,retrieveConnectivity,r,true,true,1,predictive-connectivity-data:read,false,false,true,true,application/json,serviceLevel|area|startTime|endTime|networkType|precision|height|includeSignalStrength|sink|sinkCredential,false,200|202|400|401|403|404|422|429,true,false,true,false,true,false,false,false,false,,true,true,true,false,,,false
camara,QoSBooking,/qos-bookings,POST,createBooking,x,true,true,1,qos-booking-and-assignment:qos-bookings:create,false,false,true,true,application/json,numDevices|qosProfile|startTime|duration|serviceArea|sink|sinkCredential,false,201|202|400|401|403|404|409|422|429,false,true,true,false,true,false,true,false,false,,true,true,true,false,,,false
camara,QoSBooking,/qos-bookings/{bookingId},GET,getBookingById,r,true,true,1,qos-booking-and-assignment:qos-bookings:read,false,false,true,false,,,false,200|400|401|403|404|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/qos-bookings/{bookingId},bookingId|totalDevices|remainingDevices|qosProfile|startTime|duration|serviceArea|status|statusInfo,true
camara,QoSBooking,/qos-bookings/{bookingId},DELETE,deleteBooking,w,true,true,1,qos-booking-and-assignment:qos-bookings:delete,false,false,true,false,,,false,200|202|400|401|403|404|409|429,true,false,true,false,false,false,true,false,false,,true,true,true,true,/qos-bookings/{bookingId},bookingId|totalDevices|remainingDevices|qosProfile|startTime|duration|serviceArea|status|statusInfo,true
camara,QoSBooking,/qos-bookings/{bookingId}/devices/assign,POST,assignDevices,x,true,true,1,qos-booking-and-assignment:qos-bookings:devices:create,false,false,true,true,application/json,devices|sink|sinkCredential,false,201|202|400|401|403|404|409|422|429,false,true,true,false,true,false,true,false,false,,true,true,true,false,,,false
camara,QoSBooking,/qos-bookings/{bookingId}/devices,GET,getDevicesByBookingId,r,true,true,1,qos-booking-and-assignment:qos-bookings:devices:read,false,false,true,false,,,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/qos-bookings/{bookingId}/devices,bookingDetails|devices|status|statusInfo,false
camara,QoSBooking,/qos-bookings/{bookingId}/devices/release,POST,releaseDevices,x,true,true,1,qos-booking-and-assignment:qos-bookings:devices:delete,false,false,true,true,application/json,devices|sink|sinkCredential,false,200|202|400|401|403|404|409|422|429,true,false,true,false,false,false,true,false,false,,true,true,true,false,,,false
camara,QoSBooking,/qos-bookings/retrieve,POST,retrieveBookingByDevice,r,true,true,1,qos-booking-and-assignment:qos-bookings:retrieve-by-device,false,false,true,true,application/json,device,false,200|400|401|403|404|409|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,QoSBooking,/device-qos-bookings,POST,createBooking,x,true,true,1,qos-booking:device-qos-bookings:create,false,false,true,true,application/json,qosProfile|applicationServer|devicePorts|applicationServerPorts|sink|sinkCredential|device|startTime|duration|serviceArea,false,201|400|401|403|404|409|422|429,false,true,false,false,true,false,true,false,false,,true,true,true,false,,,false
camara,QoSBooking,/device-qos-bookings/{bookingId},GET,getBookingById,r,true,true,1,qos-booking:device-qos-bookings:read,false,false,true,false,,,false,200|400|401|403|404|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/device-qos-bookings/{bookingId},qosProfile|applicationServer|devicePorts|applicationServerPorts|sink|sinkCredential|device|startTime|duration|serviceArea|bookingId|startedAt|bookingStatus|statusInfo,false
camara,QoSBooking,/device-qos-bookings/{bookingId},DELETE,deleteBooking,w,true,true,1,qos-booking:device-qos-bookings:delete,false,false,true,false,,,false,202|204|400|401|403|404|429,false,false,true,true,false,false,true,false,false,,true,true,true,true,/device-qos-bookings/{bookingId},qosProfile|applicationServer|devicePorts|applicationServerPorts|sink|sinkCredential|device|startTime|duration|serviceArea|bookingId|startedAt|bookingStatus|statusInfo,false
camara,QoSBooking,/retrieve-device-qos-bookings,POST,retrieveBookingByDevice,r,true,true,1,qos-booking:device-qos-bookings:retrieve-by-device,false,false,true,true,application/json,device,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,QualityOnDemand,/retrieve-qos-profiles,POST,retrieveQosProfiles,r,true,true,1,qos-profiles:read,false,false,true,true,application/json,device|name|status,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,QualityOnDemand,/qos-profiles/{name},GET,getQosProfile,r,true,true,1,qos-profiles:read,false,false,true,false,,,false,200|400|401|403|404|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/qos-profiles/{name},name|description|status|countryAvailability|targetMinUpstreamRate|maxUpstreamRate|maxUpstreamBurstRate|targetMinDownstreamRate|maxDownstreamRate|maxDownstreamBurstRate|minDuration|maxDuration|priority|packetDelayBudget|jitter|packetErrorLossRate|l4sQueueType|serviceClass,false
camara,QualityOnDemand,/qos-assignments,POST,createQosAssignment,x,true,true,1,qos-provisioning:qos-assignments:create,false,false,true,true,application/json,device|qosProfile|sink|sinkCredential,false,201|400|401|403|404|409|422|429,false,true,false,false,true,false,true,false,false,,true,true,true,false,,,false
camara,QualityOnDemand,/qos-assignments/{assignmentId},GET,getQosAssignmentById,r,true,true,1,qos-provisioning:qos-assignments:read,false,false,true,false,,,false,200|400|401|403|404|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/qos-assignments/{assignmentId},device|qosProfile|sink|sinkCredential|assignmentId|startedAt|status|statusInfo,false
camara,QualityOnDemand,/qos-assignments/{assignmentId},DELETE,revokeQosAssignment,w,true,true,1,qos-provisioning:qos-assignments:delete,false,false,true,false,,,false,202|204|400|401|403|404|429,false,false,true,true,false,false,true,false,false,,true,true,true,true,/qos-assignments/{assignmentId},device|qosProfile|sink|sinkCredential|assignmentId|startedAt|status|statusInfo,false
camara,QualityOnDemand,/retrieve-qos-assignment,POST,getQosAssignmentByDevice,r,true,true,1,qos-provisioning:qos-assignments:read-by-device,false,false,true,true,application/json,device,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,QualityOnDemand,/sessions,POST,createSession,x,true,true,1,quality-on-demand:sessions:create,false,false,true,true,application/json,device|applicationServer|devicePorts|applicationServerPorts|qosProfile|sink|sinkCredential|duration,false,201|400|401|403|404|409|422|429,false,true,false,false,true,false,true,false,false,,true,true,true,false,,,false
camara,QualityOnDemand,/sessions/{sessionId},GET,getSession,r,true,true,1,quality-on-demand:sessions:read,false,false,true,false,,,false,200|400|401|403|404|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/sessions/{sessionId},device|applicationServer|devicePorts|applicationServerPorts|qosProfile|sink|sinkCredential|sessionId|duration|startedAt|expiresAt|qosStatus|statusInfo,false
camara,QualityOnDemand,/sessions/{sessionId},DELETE,deleteSession,w,true,true,1,quality-on-demand:sessions:delete,false,false,true,false,,,false,204|400|401|403|404|429,false,false,false,true,false,false,true,false,false,,true,true,true,true,/sessions/{sessionId},device|applicationServer|devicePorts|applicationServerPorts|qosProfile|sink|sinkCredential|sessionId|duration|startedAt|expiresAt|qosStatus|statusInfo,false
camara,QualityOnDemand,/sessions/{sessionId}/extend,POST,extendQosSessionDuration,x,true,true,1,quality-on-demand:sessions:update,false,false,true,true,application/json,requestedAdditionalDuration,false,200|400|401|403|404|409|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,QualityOnDemand,/retrieve-sessions,POST,retrieveSessionsByDevice,r,true,true,1,quality-on-demand:sessions:retrieve-by-device,false,false,true,true,application/json,device,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,RegionDeviceCount,/count,POST,count,r,true,true,1,region-device-count:count,false,false,false,true,application/json,area|starttime|endtime|filter|sink|sinkCredential,false,200|400|401|403|429,true,false,false,false,true,false,false,false,false,,true,true,true,false,,,false
camara,SessionInsights,/sessions,POST,createSession,x,true,true,1,session-insights:sessions:create,false,false,true,true,application/json,applicationProfileId|device|applicationServer|applicationSessionId|sink|sinkCredential,false,201|400|401|403|409|422|429,false,true,false,false,true,false,true,false,false,,true,true,true,false,,,false
camara,SessionInsights,/sessions/{sessionId},GET,getSession,r,true,true,1,session-insights:sessions:read,false,false,true,false,,,false,200|400|401|403|404|410,true,false,false,false,false,false,false,false,false,,true,true,true,true,/sessions/{sessionId},id|applicationSessionId|device|applicationServer|sink|startsAt|expiresAt|status,false
camara,SessionInsights,/sessions/{sessionId},DELETE,deleteSession,w,true,true,1,session-insights:sessions:delete,false,false,true,false,,,false,204|400|401|403|404|410,false,false,false,true,false,false,true,false,false,,true,true,true,true,/sessions/{sessionId},id|applicationSessionId|device|applicationServer|sink|startsAt|expiresAt|status,false
camara,SessionInsights,/retrieve-sessions,POST,retrieveSessionsByDevice,r,true,true,1,session-insights:sessions:retrieve-by-device,false,false,true,true,application/json,device,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SessionInsights,/sessions/{sessionId}/metrics,POST,sendSessionMetrics,x,true,true,1,session-insights:sessions:write,false,false,true,true,application/json,packetDelay|jitter|packetLossErrorRate|upstreamRate|downstreamRate,false,204|400|401|403|404|410|422,false,false,false,true,false,false,true,false,false,,true,true,true,false,,,false
camara,SimSwap,/subscriptions,POST,createSimSwapSubscription,x,true,true,1,sim-swap-subscriptions:org.camaraproject.sim-swap-subscriptions.v0.swapped:create,false,false,true,true,application/json,protocol|sink|sinkCredential|types|config,true,201|202|400|401|403|409|422|429,false,true,true,false,true,false,false,false,false,,true,true,true,true,/subscriptions,subscriptions|pagination,false
camara,SimSwap,/subscriptions,GET,retrieveSubscriptionList,r,true,true,1,sim-swap-subscriptions:read,false,false,true,false,,,false,200|400|401|403,true,false,false,false,false,false,false,false,false,,true,true,true,true,/subscriptions,subscriptions|pagination,false
camara,SimSwap,/subscriptions/{subscriptionId},GET,retrieveSubscription,r,true,true,1,sim-swap-subscriptions:read,false,false,true,false,,,false,200|400|401|403|404,true,false,false,false,false,false,false,false,false,,true,true,true,true,/subscriptions/{subscriptionId},protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,SimSwap,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,true,true,1,sim-swap-subscriptions:delete,false,false,true,false,,,false,202|204|400|401|403|404,false,false,true,true,false,false,false,false,false,,true,true,true,true,/subscriptions/{subscriptionId},protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,SimSwap,/retrieve-date,POST,retrieveSimSwapDate,r,true,true,2,sim-swap:retrieve-date|sim-swap,false,false,true,true,application/json,phoneNumber,true,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SimSwap,/check,POST,checkSimSwap,r,true,true,2,sim-swap:check|sim-swap,false,false,true,true,application/json,phoneNumber|maxAge,true,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SimSwap,/retrieve-age-band,POST,retrieveSimSwapAgeBand,r,true,true,2,sim-swap:retrieve-age-band|sim-swap,false,false,true,true,application/json,phoneNumber,true,200|400|401|403|404|422|429|501,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SimpleEdgeDiscovery,/retrieve-closest-edge-cloud-zone,POST,readClosestEdgeCloudZone,r,true,true,1,simple-edge-discovery:read,false,false,true,true,application/json,device,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SponsoredData,/sponsorship,POST,startSponsorship,x,true,false,0,,false,false,false,true,application/json,sponsorId|campaignId|phoneNumber|dataVolume|duration|webhookUrl|callbackToken,true,201|400|401|403|404|405|406|415|422|429|500|501|502|503|504,false,true,false,false,true,false,false,false,false,,true,true,true,false,,,false
camara,SponsoredData,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,GET,getSessionStatus,r,true,false,0,,false,false,false,false,,,false,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,true,false,false,false,false,false,false,false,false,,true,true,true,true,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,sponsorId|campaignId|sessionId|phoneNumber|startTime|endTime|sessionStatus|dataVolumeConsumed|dataVolumeAvailable|endReason,false
camara,SponsoredData,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,DELETE,revokeSponsorship,x,true,false,0,,false,false,false,false,,,false,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/campaign-status,GET,getCampaignStatus,r,true,false,0,,false,false,false,false,,,false,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,true,false,false,false,false,false,false,false,false,,true,true,true,true,/campaign/{sponsorId}/{campaignId}/campaign-status,sponsorId|campaignId|status|startTime|endTime|campaignType|contractedDataVolume|usedDataVolume|remainingDataVolume|completionReason,false
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/active-sponsorships,GET,getActiveSponsorships,r,true,false,0,,false,false,false,false,,,false,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,true,false,false,false,false,false,false,false,false,,true,true,true,true,/campaign/{sponsorId}/{campaignId}/active-sponsorships,sponsorId|campaignId|activeSponsorships|totalCount,true
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/alert-subscription,POST,configureAlerts,x,true,false,0,,false,false,false,true,application/json,webhookUrl|callbackToken|alertDataVolumeThresholds|campaignExpiryNotification|dataVolumeExhausted,true,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,true,false,false,false,true,false,true,false,false,,true,true,true,false,,,false
camara,SponsoredData,/campaign/management,POST,manageCampaign,w,true,false,0,,false,false,false,true,application/json,sponsorId|campaignId|action,false,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,SubscriptionStatus,/retrieve-subscription-status,POST,retrieveSubscriptionStatus,r,true,true,1,subscription-status:retrieve-subscription-status,false,false,true,true,application/json,phoneNumber,true,200|400|401|403|404|422,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,Tenure,/check-tenure,POST,checkTenure,r,true,true,1,kyc-tenure:check-tenure,false,false,true,true,application/json,phoneNumber|tenureDate,true,200|400|401|403|404|422,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,TrafficInfluence,/traffic-influences,GET,getAllTrafficInfluences,r,true,true,1,traffic-influence:traffic-influences:read,false,false,false,false,,,false,200|400|401|403|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/traffic-influences,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,false
camara,TrafficInfluence,/traffic-influences,POST,postTrafficInfluence,x,true,true,1,traffic-influence:traffic-influences:write,false,false,false,true,application/json,trafficInfluenceID|state|subscriptionRequest|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|sourceTrafficFilters|destinationTrafficFilters,true,201|400|401|403|409|429,false,true,false,false,true,false,false,false,false,,true,true,true,true,/traffic-influences,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,false
camara,TrafficInfluence,/traffic-influence-devices,POST,postTrafficInfluenceDevice,x,true,true,1,traffic-influence:traffic-influence-devices:write,false,false,false,true,application/json,device|trafficInfluenceID|state|subscriptionRequest|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|sourceTrafficFilters|destinationTrafficFilters,true,201|400|401|403|404|409|422|429,false,true,false,false,true,false,false,false,false,,true,true,true,false,,,false
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},GET,getTrafficInfluenceById,r,true,true,1,traffic-influence:traffic-influences:read,false,false,false,false,,,false,200|400|401|403|404|422|429,true,false,false,false,false,false,false,false,false,,true,true,true,true,/traffic-influences/{trafficInfluenceID},trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,false
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},PATCH,patchTrafficInfluence,x,true,true,1,traffic-influence:traffic-influences:update,false,false,false,true,application/json,trafficInfluenceID|apiConsumerId|appId|state|subscriptionRequest|appInstanceId|edgeCloudRegion|edgeCloudZoneId|sourceTrafficFilters|destinationTrafficFilters,true,200|400|401|403|404|409|422|429,true,false,false,false,true,false,false,false,false,,true,true,true,true,/traffic-influences/{trafficInfluenceID},trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,false
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},DELETE,deleteTrafficInfluence,x,true,true,1,traffic-influence:traffic-influences:delete,false,false,false,false,,,false,202|400|401|403|404|409|422|429,false,false,true,false,true,false,true,false,false,,true,true,true,true,/traffic-influences/{trafficInfluenceID},trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,false
camara,VerifiedCaller,/registrations,POST,createRegistration,x,true,true,1,brand-registration:create,false,false,false,true,application/json,phoneNumber|phoneNumberAlternate|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|callPurpose|sink|sinkCredential,true,201|400|401|403|404|409|422|429|500|503,false,true,false,false,true,false,false,false,false,,true,true,true,true,/registrations,registrations|pagination,false
camara,VerifiedCaller,/registrations,GET,readRegistrations,r,true,true,1,brand-registration:read,false,false,false,false,,,false,200|204|206|400|401|403|404|429|500|503,true,false,false,true,false,false,false,false,true,,true,true,true,true,/registrations,registrations|pagination,false
camara,VerifiedCaller,/registrations/{registrationId},GET,readRegistration,r,true,true,1,brand-registration:read,false,false,false,false,,,false,200|400|401|403|404|429|500|503,true,false,false,false,false,false,false,false,false,,true,true,true,true,/registrations/{registrationId},registrationId|phoneNumber|phoneNumberAlternate|status|createdAt|updatedAt|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|quota|quotaThreshold|callPurpose|sink,true
camara,VerifiedCaller,/registrations/{registrationId},DELETE,deleteRegistration,w,true,true,1,brand-registration:delete,false,false,false,false,,,false,204|400|401|403|404|429|500|503,false,false,false,true,false,false,false,false,false,,true,true,true,true,/registrations/{registrationId},registrationId|phoneNumber|phoneNumberAlternate|status|createdAt|updatedAt|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|quota|quotaThreshold|callPurpose|sink,true
camara,VerifiedCaller,/registrations/{registrationId},PUT,updateRegistration,w,true,true,1,brand-registration:update,false,false,false,true,application/json,phoneNumber|phoneNumberAlternate|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|callPurpose|sink|sinkCredential,true,200|400|401|403|404|409|422|429|500|503,true,false,false,false,false,false,false,false,false,,true,true,true,true,/registrations/{registrationId},registrationId|phoneNumber|phoneNumberAlternate|status|createdAt|updatedAt|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|quota|quotaThreshold|callPurpose|sink,true
camara,VerifiedCaller,/pre-announce,POST,createPreAnnouncement,x,true,true,1,verified-caller:create,false,false,false,true,application/json,callingParticipant|calledParticipant|strategy|timeToLive|registrationId|dynamicDisplayName|callReason,true,201|204|400|401|403|404|409|422|429|500|503,false,true,false,true,false,false,false,false,false,,true,true,true,false,,,false
camara,WebRTC,/sessions,POST,createSession,x,true,true,1,webrtc-call-handling:sessions:create,false,false,false,true,application/json,originatorAddress|originatorName|receiverAddress|receiverName|status|offer|answer|callType|locationDetails,true,201|400|401|403|501,false,true,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,WebRTC,/sessions/{mediaSessionId},GET,getSessionDetailsById,r,true,true,1,webrtc-call-handling:sessions:read,false,false,false,false,,,false,200|400|401|403|404,true,false,false,false,false,false,true,false,false,,true,true,true,true,/sessions/{mediaSessionId},originatorAddress|originatorName|receiverAddress|receiverName|status|offer|answer|callType|locationDetails|mediaSessionId,true
camara,WebRTC,/sessions/{mediaSessionId},DELETE,deleteSessionById,x,true,true,1,webrtc-call-handling:sessions:delete,false,false,false,false,,,false,204|400|401|403|404,false,false,false,true,false,false,true,false,false,,true,true,true,true,/sessions/{mediaSessionId},originatorAddress|originatorName|receiverAddress|receiverName|status|offer|answer|callType|locationDetails|mediaSessionId,true
camara,WebRTC,/sessions/{mediaSessionId}/status,PUT,updateSessionStatus,x,true,true,1,webrtc-call-handling:sessions:write,false,false,false,true,application/json,status|offer|answer|locationDetails,false,200|204|400|401|403|404,true,false,false,true,false,false,true,false,false,,true,true,true,false,,,false
camara,WebRTC,/subscriptions,POST,createNotificationChannelSubscription,x,true,true,1,webrtc-events-subscriptions:org.camaraproject.webrtc-events-subscriptions.v0.session-status:create|webrtc-events-subscriptions:org.camaraproject.webrtc-events-subscriptions.v0.session-invitation:create|webrtc-events-subscriptions:org.camaraproject.webrtc-events-subscriptions.v0.registration-ends:create,false,false,false,true,application/json,protocol|sink|sinkCredential|types|config,true,201|202|400|401|403|409|422|429,false,true,true,false,true,false,true,false,false,,true,true,true,true,/subscriptions,protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,WebRTC,/subscriptions,GET,retrieveNotificationChannelSubscriptionList,r,true,true,1,webrtc-events-subscriptions:read,false,false,false,false,,,false,200|400|401|403,true,false,false,false,false,false,false,false,false,,true,true,true,true,/subscriptions,protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,WebRTC,/subscriptions/{subscriptionId},GET,retrieveNotificationChannelSubscription,r,true,true,1,webrtc-events-subscriptions:read,false,false,false,false,,,false,200|400|401|403|404,true,false,false,false,false,false,false,false,false,,true,true,true,true,/subscriptions/{subscriptionId},protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,WebRTC,/subscriptions/{subscriptionId},PUT,updateNotificationChannelSubscription,w,true,true,1,webrtc-events-subscriptions:update,false,false,false,true,application/json,sinkCredential|config,false,200|400|401|403|404|422|429,true,false,false,false,false,false,true,false,false,,true,true,true,true,/subscriptions/{subscriptionId},protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,WebRTC,/subscriptions/{subscriptionId},DELETE,deleteNotificationChannelSubscription,w,true,true,1,webrtc-events-subscriptions:delete,false,false,false,false,,,false,202|204|400|401|403|404,false,false,true,true,false,false,true,false,false,,true,true,true,true,/subscriptions/{subscriptionId},protocol|sink|types|config|id|startsAt|expiresAt|status,true
camara,WebRTC,/sessions,GET,getRegistrationsByDeviceId,r,true,true,1,webrtc-registration:sessions:read,false,false,false,false,,,false,200|400|401|403,true,false,false,false,false,false,false,false,false,,true,true,true,true,/sessions,regInfo|registrationId|expiresAt,false
camara,WebRTC,/sessions,POST,createRegistration,x,true,true,1,webrtc-registration:sessions:create,false,false,false,true,application/json,deviceId|phoneNumber|registrationExpireTime,true,201|400|401|403|409|422,false,true,false,false,false,false,false,false,false,,true,true,true,true,/sessions,regInfo|registrationId|expiresAt,false
camara,WebRTC,/sessions/{registrationId},GET,getRegistrationById,r,true,true,1,webrtc-registration:sessions:read,false,false,false,false,,,false,200|400|401|403|404,true,false,false,false,false,false,false,false,false,,true,true,true,true,/sessions/{registrationId},regInfo|registrationId|expiresAt,false
camara,WebRTC,/sessions/{registrationId},PUT,updateRegistrationById,w,true,true,1,webrtc-registration:sessions:write,false,false,false,true,application/json,registrationExpireTime,false,200|204|400|401|403|404,true,false,false,true,false,false,false,false,false,,true,true,true,true,/sessions/{registrationId},regInfo|registrationId|expiresAt,false
camara,WebRTC,/sessions/{registrationId},DELETE,deleteRegistrationById,w,true,true,1,webrtc-registration:sessions:delete,false,false,false,false,,,false,204|400|401|403|404,false,false,false,true,false,false,false,false,false,,true,true,true,true,/sessions/{registrationId},regInfo|registrationId|expiresAt,false
camara,eSimRemoteManagement,/profile/result/query,POST,profileResultQuery,r,true,true,1,esim-remote-management:query,false,false,false,true,application/json,timestamp|sequenceNum|clientId|data,false,200|400|401|403|404|500|503,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,eSimRemoteManagement,/profile/oper,POST,profileOperation,x,true,true,1,esim-remote-management:oper,false,false,false,true,application/json,protocol|sink|types|config,true,200|400|401|403|404|500|503,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,eSimRemoteManagement,/profile/downloaded-list,POST,profileList,r,true,true,1,esim-remote-management:downloadedlist,false,false,false,true,application/json,timestamp|sequenceNum|clientId|data,false,200|400|401|403|404|500|503,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
camara,eSimRemoteManagement,/profile/download,POST,profileDownload,x,true,true,1,esim-remote-management:download,false,false,false,true,application/json,protocol|sink|types|config,true,200|400|401|403|404|500|503,true,false,false,false,false,false,false,false,false,,true,true,true,false,,,false
holdout1,twilio,/2010-04-01/Accounts.json,POST,CreateAccount,x,true,true,1,,true,false,false,true,application/x-www-form-urlencoded,FriendlyName,false,201,false,true,false,false,false,false,false,false,false,,true,true,true,true,/2010-04-01/Accounts.json,end|first_page_uri|next_page_uri|page|page_size|previous_page_uri|start|uri|accounts,false
holdout1,twilio,/2010-04-01/Accounts/{Sid}.json,POST,UpdateAccount,w,true,true,1,,true,false,false,true,application/x-www-form-urlencoded,FriendlyName|Status,false,200|409,true,false,false,false,false,false,false,false,false,,true,true,true,true,/2010-04-01/Accounts/{Sid}.json,auth_token|date_created|date_updated|friendly_name|owner_account_sid|sid|status|subresource_uris|type|uri,true
