set,repo,method,path,operationId,gt_class,pred,rule,evidence,summary
camara,QoSBooking,GET,/qos-bookings/{bookingId}/devices,getDevicesByBookingId,r,r,locked,,Get the list of devices assigned to an existing QoS Booking
camara,QoSBooking,POST,/qos-bookings/{bookingId}/devices/release,releaseDevices,x,x,floor,,Release one or more devices from the given QoS Booking
camara,QoSBooking,POST,/qos-bookings/retrieve,retrieveBookingByDevice,r,r,read-verb,opid:retrieve,Retrieves all the bookings that corresponds to a device
camara,QoSBooking,POST,/device-qos-bookings,createBooking,x,x,floor,,Sets a new booking of QoS for a device
camara,QoSBooking,GET,/device-qos-bookings/{bookingId},getBookingById,r,r,locked,,Get QoS Booking information
camara,QoSBooking,DELETE,/device-qos-bookings/{bookingId},deleteBooking,w,w,floor,,Deletes a QoS Booking
camara,QoSBooking,POST,/retrieve-device-qos-bookings,retrieveBookingByDevice,r,r,read-verb,opid:retrieve,Gets the QoS Booking for a device
camara,QualityOnDemand,POST,/retrieve-qos-profiles,retrieveQosProfiles,r,r,read-verb,opid:retrieve,Retrieve QoS profiles
camara,QualityOnDemand,GET,/qos-profiles/{name},getQosProfile,r,r,locked,,Get QoS Profile for a given name
camara,QualityOnDemand,POST,/qos-assignments,createQosAssignment,x,x,live-verb,summary:trigger,Triggers the provisioning process for the assignment of a QoS profile to a device
camara,QualityOnDemand,GET,/qos-assignments/{assignmentId},getQosAssignmentById,r,r,locked,,Get the QoS profile assignment information identified by an assignment record ID
camara,QualityOnDemand,DELETE,/qos-assignments/{assignmentId},revokeQosAssignment,w,x,live-verb,opid:revoke,Revokes a QoS profile assignment identified by an assignment record ID
camara,QualityOnDemand,POST,/retrieve-qos-assignment,getQosAssignmentByDevice,r,r,read-verb,opid:get,Returns the assignment record details of the QoS profile assignment for a device
camara,QualityOnDemand,POST,/sessions,createSession,x,x,floor,,Creates a new session
camara,QualityOnDemand,GET,/sessions/{sessionId},getSession,r,r,locked,,Get QoS session information
camara,QualityOnDemand,DELETE,/sessions/{sessionId},deleteSession,w,x,party-noun,summary:session,Delete a QoS session
camara,QualityOnDemand,POST,/sessions/{sessionId}/extend,extendQosSessionDuration,x,x,floor,,Extend the duration of an active session
camara,QualityOnDemand,POST,/retrieve-sessions,retrieveSessionsByDevice,r,r,read-verb,opid:retrieve,Get QoS session information for a device
camara,RegionDeviceCount,POST,/count,count,r,r,read-verb,opid:count,API operation to get the device count in the specified area during a certain time interval.
camara,SessionInsights,POST,/sessions,createSession,x,x,floor,,Create a Session Insights session
camara,SessionInsights,GET,/sessions/{sessionId},getSession,r,r,locked,,Get session by sessionId
camara,SessionInsights,DELETE,/sessions/{sessionId},deleteSession,w,x,party-noun,summary:session,Delete session
camara,SessionInsights,POST,/retrieve-sessions,retrieveSessionsByDevice,r,r,read-verb,opid:retrieve,Retrieve Session Insights sessions by device
camara,SessionInsights,POST,/sessions/{sessionId}/metrics,sendSessionMetrics,x,x,live-verb,opid:send,Send session metrics
camara,SimSwap,POST,/subscriptions,createSimSwapSubscription,x,x,floor,,Create a sim swap event subscription for a phone number
camara,SimSwap,GET,/subscriptions,retrieveSubscriptionList,r,r,locked,,Retrieve a list of sim swap event subscription
camara,SimSwap,GET,/subscriptions/{subscriptionId},retrieveSubscription,r,r,locked,,Retrieve a sim swap event subscription for a phone number
camara,SimSwap,DELETE,/subscriptions/{subscriptionId},deleteSubscription,w,w,floor,,Delete a sim swap event subscription
camara,SimSwap,POST,/retrieve-date,retrieveSimSwapDate,r,r,read-verb,opid:retrieve,Retrieve SIM swap date
camara,SimSwap,POST,/check,checkSimSwap,r,r,read-verb,opid:check,Check SIM swap
camara,SimSwap,POST,/retrieve-age-band,retrieveSimSwapAgeBand,r,r,read-verb,opid:retrieve,Retrieve SIM swap age band
camara,SimpleEdgeDiscovery,POST,/retrieve-closest-edge-cloud-zone,readClosestEdgeCloudZone,r,r,read-verb,opid:read,Returns the name of the Edge Cloud Zone closest to user device identified in the request.
camara,SponsoredData,POST,/sponsorship,startSponsorship,x,x,live-verb,opid:start,Start Sponsorship Session Request
camara,SponsoredData,GET,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,getSessionStatus,r,r,locked,,Sponsorship Session Status Inquiry
camara,SponsoredData,DELETE,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,revokeSponsorship,x,x,live-verb,opid:revoke,Revocation of Sponsorship
camara,SponsoredData,GET,/campaign/{sponsorId}/{campaignId}/campaign-status,getCampaignStatus,r,r,locked,,"Campaign Status Inquiry [active, paused, concluded], data volume balance."
camara,SponsoredData,GET,/campaign/{sponsorId}/{campaignId}/active-sponsorships,getActiveSponsorships,r,r,locked,,Query of Active Sponsorships
camara,SponsoredData,POST,/campaign/{sponsorId}/{campaignId}/alert-subscription,configureAlerts,x,x,floor,,Campaigns - Subscription to Alert y Notifications
camara,SponsoredData,POST,/campaign/management,manageCampaign,w,x,floor,,Campaign Management
camara,SubscriptionStatus,POST,/retrieve-subscription-status,retrieveSubscriptionStatus,r,r,read-verb,opid:retrieve,Retrieve subscription status of a phone number
camara,Tenure,POST,/check-tenure,checkTenure,r,r,read-verb,opid:check,The KYC Tenure service API
camara,TrafficInfluence,GET,/traffic-influences,getAllTrafficInfluences,r,r,locked,,Retries existing TrafficInfluence Resources
camara,TrafficInfluence,POST,/traffic-influences,postTrafficInfluence,x,x,floor,,Creates a new TrafficInfluence resource influencing the traffic toward local instances of the Application for any user.
camara,TrafficInfluence,POST,/traffic-influence-devices,postTrafficInfluenceDevice,x,x,floor,,Creates a new TrafficInfluence resource influencing the traffic toward local instances of the Application for a specific user.
camara,TrafficInfluence,GET,/traffic-influences/{trafficInfluenceID},getTrafficInfluenceById,r,r,locked,,Reads a specific TrafficInfluence resource identified by the trafficInfluenceID value.
camara,TrafficInfluence,PATCH,/traffic-influences/{trafficInfluenceID},patchTrafficInfluence,x,x,floor,,"updates a specific TrafficInfluence resource, identified by the trafficInfluenceID value. If used for a specific user, the Device parameter can not be modified."
camara,TrafficInfluence,DELETE,/traffic-influences/{trafficInfluenceID},deleteTrafficInfluence,x,w,floor,,Delete an existing TrafficInfluence resource
camara,VerifiedCaller,POST,/registrations,createRegistration,x,x,floor,,Register new brand information in the service platform
camara,VerifiedCaller,GET,/registrations,readRegistrations,r,r,locked,,Read existing brand registrations from the service platform
camara,VerifiedCaller,GET,/registrations/{registrationId},readRegistration,r,r,locked,,Read an existing brand registration from the service platform
camara,VerifiedCaller,DELETE,/registrations/{registrationId},deleteRegistration,w,w,floor,,Delete an existing brand registration from the service platform
camara,VerifiedCaller,PUT,/registrations/{registrationId},updateRegistration,w,w,floor,,Update an existing brand registration in the service platform
camara,VerifiedCaller,POST,/pre-announce,createPreAnnouncement,x,x,floor,,Create a call pre-announcement in the service platform
camara,WebRTC,POST,/sessions,createSession,x,x,floor,,Creates voice and/or video session
camara,WebRTC,GET,/sessions/{mediaSessionId},getSessionDetailsById,r,r,locked,,Get the media session information
camara,WebRTC,DELETE,/sessions/{mediaSessionId},deleteSessionById,x,x,live-verb,summary:cancel,Cancel or Terminate the media session
camara,WebRTC,PUT,/sessions/{mediaSessionId}/status,updateSessionStatus,x,x,party-noun,opid:session,Update the status of the media session
camara,WebRTC,POST,/subscriptions,createNotificationChannelSubscription,x,x,floor,,Create a webrtc-events event subscription
camara,WebRTC,GET,/subscriptions,retrieveNotificationChannelSubscriptionList,r,r,locked,,Retrieve a list of webrtc-events event subscription
camara,WebRTC,GET,/subscriptions/{subscriptionId},retrieveNotificationChannelSubscription,r,r,locked,,Retrieve a webrtc-events event subscription
camara,WebRTC,PUT,/subscriptions/{subscriptionId},updateNotificationChannelSubscription,w,x,party-noun,opid-token:channel,Update a webrtc-events event subscription
camara,WebRTC,DELETE,/subscriptions/{subscriptionId},deleteNotificationChannelSubscription,w,x,party-noun,opid-token:channel,Delete a webrtc-events event subscription
camara,WebRTC,GET,/sessions,getRegistrationsByDeviceId,r,r,locked,,Retrieve all registrations for a device
camara,WebRTC,POST,/sessions,createRegistration,x,x,floor,,Create a registration
camara,WebRTC,GET,/sessions/{registrationId},getRegistrationById,r,r,locked,,Retrieve a device registration
camara,WebRTC,PUT,/sessions/{registrationId},updateRegistrationById,w,w,floor,,Refresh network registration.
camara,WebRTC,DELETE,/sessions/{registrationId},deleteRegistrationById,w,x,party-noun,summary:session,Delete Registration Session.
camara,eSimRemoteManagement,POST,/profile/result/query,profileResultQuery,r,x,floor,,Query profile operation result
camara,eSimRemoteManagement,POST,/profile/oper,profileOperation,x,x,floor,,Perform profile operation
camara,eSimRemoteManagement,POST,/profile/downloaded-list,profileList,r,x,floor,,Query downloaded profile list
camara,eSimRemoteManagement,POST,/profile/download,profileDownload,x,x,floor,,Download profile
holdout1,twilio,POST,/2010-04-01/Accounts.json,CreateAccount,x,x,floor,,Create a new Twilio Subaccount from the account making the request
holdout1,twilio,POST,/2010-04-01/Accounts/{Sid}.json,UpdateAccount,w,x,floor,,Modify the properties of a given Account
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Addresses.json,CreateAddress,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Addresses/{Sid}.json,UpdateAddress,w,x,floor,,
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Addresses/{Sid}.json,DeleteAddress,w,x,no-text,no-text,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Applications.json,CreateApplication,x,x,floor,,Create a new application within your account
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Applications/{Sid}.json,UpdateApplication,w,x,floor,,Updates the application's properties
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Applications/{Sid}.json,DeleteApplication,w,w,floor,,Delete the application by the specified application sid
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls.json,CreateCall,x,x,floor,,"Create a new outgoing call to phones, SIP-enabled endpoints or Twilio Client connections"
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{Sid}.json,UpdateCall,x,x,floor,,Initiates a call redirect or terminates a call
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Calls/{Sid}.json,DeleteCall,w,w,floor,caller-phrase,"Delete a Call record from your account. Once the record is deleted, it will no longer appear in the API and Account Portal logs."
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings.json,CreateCallRecording,x,x,floor,,Create a recording for the call
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings/{Sid}.json,UpdateCallRecording,x,x,floor,,"Changes the status of the recording to paused, stopped, or in-progress. Note: Pass `Twilio.CURRENT` instead of recording sid to reference current active recording."
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings/{Sid}.json,DeleteCallRecording,w,w,floor,,Delete a recording from your account
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Conferences/{Sid}.json,UpdateConference,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Recordings/{Sid}.json,UpdateConferenceRecording,x,x,floor,,"Changes the status of the recording to paused, stopped, or in-progress. Note: To use `Twilio.CURRENT`, pass it as recording sid."
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Recordings/{Sid}.json,DeleteConferenceRecording,w,w,floor,,Delete a recording from your account
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/ConnectApps/{Sid}.json,UpdateConnectApp,w,x,floor,,Update a connect-app with the specified parameters
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/ConnectApps/{Sid}.json,DeleteConnectApp,w,w,floor,,Delete an instance of a connect-app
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{Sid}.json,UpdateIncomingPhoneNumber,w,x,floor,,Update an incoming-phone-number instance.
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{Sid}.json,DeleteIncomingPhoneNumber,w,w,floor,,Delete a phone-numbers belonging to the account used to make the request.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers.json,CreateIncomingPhoneNumber,x,x,floor,,Purchase a phone-number for the account.
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{ResourceSid}/AssignedAddOns/{Sid}.json,DeleteIncomingPhoneNumberAssignedAddOn,w,x,party-noun,summary:assignment,Remove the assignment of an Add-on installation from the Number specified.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{ResourceSid}/AssignedAddOns.json,CreateIncomingPhoneNumberAssignedAddOn,x,x,floor,,Assign an Add-on installation to the Number specified.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/Local.json,CreateIncomingPhoneNumberLocal,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/Mobile.json,CreateIncomingPhoneNumberMobile,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/TollFree.json,CreateIncomingPhoneNumberTollFree,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Keys/{Sid}.json,UpdateKey,w,x,floor,,
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Keys/{Sid}.json,DeleteKey,w,x,no-text,no-text,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Keys.json,CreateNewKey,x,x,floor,,
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Messages/{MessageSid}/Media/{Sid}.json,DeleteMedia,w,w,floor,,Delete the Media resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Queues/{QueueSid}/Members/{CallSid}.json,UpdateMember,x,x,floor,,Dequeue a member from a queue and have the member's call begin executing the TwiML document at that URL
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Messages.json,CreateMessage,x,x,live-verb,summary:send,Send a message
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Messages/{Sid}.json,UpdateMessage,w,x,floor,,Update a Message resource (used to redact Message `body` text and to cancel not-yet-sent messages)
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Messages/{Sid}.json,DeleteMessage,w,w,floor,caller-phrase,Deletes a Message resource from your account
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Messages/{MessageSid}/Feedback.json,CreateMessageFeedback,w,x,floor,,Create Message Feedback to confirm a tracked user action was performed by the recipient of the associated Message
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SigningKeys.json,CreateNewSigningKey,x,x,floor,,Create a new Signing Key for the account making the request.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/OutgoingCallerIds/{Sid}.json,UpdateOutgoingCallerId,w,x,floor,,Updates the caller-id
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/OutgoingCallerIds/{Sid}.json,DeleteOutgoingCallerId,w,w,floor,,Delete the caller-id specified from the account
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/OutgoingCallerIds.json,CreateValidationRequest,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Participants/{CallSid}.json,UpdateParticipant,x,x,floor,,Update the properties of the participant
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Participants/{CallSid}.json,DeleteParticipant,x,x,live-verb,summary:kick,Kick a participant from a given conference
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Participants.json,CreateParticipant,x,x,floor,,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Payments.json,CreatePayments,x,x,floor,,create an instance of payments. This will start a new payments session
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Payments/{Sid}.json,UpdatePayments,x,x,floor,,update an instance of payments with different phases of payment flows.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Queues/{Sid}.json,UpdateQueue,w,x,floor,,Update the queue with the new parameters
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Queues/{Sid}.json,DeleteQueue,w,w,floor,,Remove an empty queue
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Queues.json,CreateQueue,x,x,floor,,Create a queue
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Transcriptions.json,CreateRealtimeTranscription,x,x,floor,,Create a Transcription
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Transcriptions/{Sid}.json,UpdateRealtimeTranscription,x,x,floor,,Stop a Transcription using either the SID of the Transcription resource or the `name` used when creating the resource
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Recordings/{Sid}.json,DeleteRecording,w,w,floor,,Delete a recording from your account
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Recordings/{ReferenceSid}/AddOnResults/{Sid}.json,DeleteRecordingAddOnResult,w,w,floor,,Delete a result and purge all associated Payloads
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Recordings/{ReferenceSid}/AddOnResults/{AddOnResultSid}/Payloads/{Sid}.json,DeleteRecordingAddOnResultPayload,w,w,floor,,Delete a payload from the result along with all associated Data
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Recordings/{RecordingSid}/Transcriptions/{Sid}.json,DeleteRecordingTranscription,w,x,no-text,no-text,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SMS/ShortCodes/{Sid}.json,UpdateShortCode,w,x,floor,,Update a short code with the following parameters
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SigningKeys/{Sid}.json,UpdateSigningKey,w,x,floor,,
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SigningKeys/{Sid}.json,DeleteSigningKey,w,x,no-text,no-text,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Calls/CredentialListMappings.json,CreateSipAuthCallsCredentialListMapping,x,x,floor,,Create a new credential list mapping resource
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Calls/CredentialListMappings/{Sid}.json,DeleteSipAuthCallsCredentialListMapping,w,w,floor,,Delete a credential list mapping from the requested domain
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Calls/IpAccessControlListMappings.json,CreateSipAuthCallsIpAccessControlListMapping,x,x,floor,,Create a new IP Access Control List mapping
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Calls/IpAccessControlListMappings/{Sid}.json,DeleteSipAuthCallsIpAccessControlListMapping,w,w,floor,,Delete an IP Access Control List mapping from the requested domain
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Registrations/CredentialListMappings.json,CreateSipAuthRegistrationsCredentialListMapping,x,x,floor,,Create a new credential list mapping resource
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/Auth/Registrations/CredentialListMappings/{Sid}.json,DeleteSipAuthRegistrationsCredentialListMapping,w,w,floor,,Delete a credential list mapping from the requested domain
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists/{CredentialListSid}/Credentials.json,CreateSipCredential,x,x,floor,,Create a new credential resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists/{CredentialListSid}/Credentials/{Sid}.json,UpdateSipCredential,w,x,floor,,Update a credential resource.
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists/{CredentialListSid}/Credentials/{Sid}.json,DeleteSipCredential,w,w,floor,,Delete a credential resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists.json,CreateSipCredentialList,x,x,floor,,Create a Credential List
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists/{Sid}.json,UpdateSipCredentialList,w,x,floor,,Update a Credential List
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/CredentialLists/{Sid}.json,DeleteSipCredentialList,w,w,floor,,Delete a Credential List
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/CredentialListMappings.json,CreateSipCredentialListMapping,x,x,floor,,Create a CredentialListMapping resource for an account.
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/CredentialListMappings/{Sid}.json,DeleteSipCredentialListMapping,w,w,floor,,Delete a CredentialListMapping resource from an account.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains.json,CreateSipDomain,x,x,floor,,Create a new Domain
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{Sid}.json,UpdateSipDomain,w,x,floor,,Update the attributes of a domain
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{Sid}.json,DeleteSipDomain,w,w,floor,,Delete an instance of a Domain
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists.json,CreateSipIpAccessControlList,x,x,floor,,Create a new IpAccessControlList resource
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{Sid}.json,UpdateSipIpAccessControlList,w,x,floor,,Rename an IpAccessControlList
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{Sid}.json,DeleteSipIpAccessControlList,w,w,floor,,Delete an IpAccessControlList from the requested account
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/IpAccessControlListMappings/{Sid}.json,DeleteSipIpAccessControlListMapping,w,w,floor,,Delete an IpAccessControlListMapping resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/Domains/{DomainSid}/IpAccessControlListMappings.json,CreateSipIpAccessControlListMapping,x,x,floor,,Create a new IpAccessControlListMapping resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{IpAccessControlListSid}/IpAddresses.json,CreateSipIpAddress,x,x,floor,,Create a new IpAddress resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{IpAccessControlListSid}/IpAddresses/{Sid}.json,UpdateSipIpAddress,w,x,floor,,Update an IpAddress resource.
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/SIP/IpAccessControlLists/{IpAccessControlListSid}/IpAddresses/{Sid}.json,DeleteSipIpAddress,w,w,floor,,Delete an IpAddress resource.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Siprec.json,CreateSiprec,x,x,floor,,Create a Siprec
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Siprec/{Sid}.json,UpdateSiprec,w,x,floor,,Stop a Siprec using either the SID of the Siprec resource or the `name` used when creating the resource
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Streams.json,CreateStream,x,x,floor,,Create a Stream
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Streams/{Sid}.json,UpdateStream,x,x,floor,,Stop a Stream using either the SID of the Stream resource or the `name` used when creating the resource
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Tokens.json,CreateToken,x,x,floor,,Create a new token for ICE servers
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Transcriptions/{Sid}.json,DeleteTranscription,w,w,floor,,Delete a transcription from the account used to make the request
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Usage/Triggers/{Sid}.json,UpdateUsageTrigger,w,x,live-verb,opid:trigger,Update an instance of a usage trigger
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Usage/Triggers/{Sid}.json,DeleteUsageTrigger,w,x,live-verb,opid:trigger,
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Usage/Triggers.json,CreateUsageTrigger,x,x,live-verb,opid:trigger,Create a new UsageTrigger
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/UserDefinedMessages.json,CreateUserDefinedMessage,x,x,floor,,Create a new User Defined Message for the given Call SID.
holdout1,twilio,POST,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/UserDefinedMessageSubscriptions.json,CreateUserDefinedMessageSubscription,x,x,floor,,Subscribe to User Defined Messages for a given Call SID.
holdout1,twilio,DELETE,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/UserDefinedMessageSubscriptions/{Sid}.json,DeleteUserDefinedMessageSubscription,w,x,party-noun,opid-token:message,Delete a specific User Defined Message Subscription.
holdout1,stripe,DELETE,/v1/accounts/{account},DeleteAccountsAccount,x,x,party-noun,summary:account,Delete an account
holdout1,stripe,DELETE,/v1/accounts/{account}/bank_accounts/{id},DeleteAccountsAccountBankAccountsId,w,x,party-noun,summary:account,Delete an external account
holdout1,stripe,DELETE,/v1/accounts/{account}/external_accounts/{id},DeleteAccountsAccountExternalAccountsId,w,x,party-noun,summary:account,Delete an external account
holdout1,stripe,DELETE,/v1/accounts/{account}/people/{person},DeleteAccountsAccountPeoplePerson,w,x,party-noun,summary:person,Delete a person
holdout1,stripe,DELETE,/v1/accounts/{account}/persons/{person},DeleteAccountsAccountPersonsPerson,w,x,party-noun,summary:person,Delete a person
holdout1,stripe,DELETE,/v1/apple_pay/domains/{domain},DeleteApplePayDomainsDomain,w,x,live-verb,opid:pay,
holdout1,stripe,DELETE,/v1/coupons/{coupon},DeleteCouponsCoupon,w,w,floor,,Delete a coupon
holdout1,stripe,DELETE,/v1/customers/{customer},DeleteCustomersCustomer,x,x,party-noun,summary:customer,Delete a customer
holdout1,stripe,DELETE,/v1/customers/{customer}/bank_accounts/{id},DeleteCustomersCustomerBankAccountsId,w,x,party-noun,opid:account,Delete a customer source
holdout1,stripe,DELETE,/v1/customers/{customer}/cards/{id},DeleteCustomersCustomerCardsId,w,w,floor,,Delete a customer source
holdout1,stripe,DELETE,/v1/customers/{customer}/discount,DeleteCustomersCustomerDiscount,w,w,floor,,Delete a customer discount
holdout1,stripe,DELETE,/v1/customers/{customer}/sources/{id},DeleteCustomersCustomerSourcesId,w,w,floor,,Delete a customer source
holdout1,stripe,DELETE,/v1/customers/{customer}/subscriptions/{subscription_exposed_id},DeleteCustomersCustomerSubscriptionsSubscriptionExposedId,x,x,live-verb,summary:cancel,Cancel a subscription
holdout1,stripe,DELETE,/v1/customers/{customer}/subscriptions/{subscription_exposed_id}/discount,DeleteCustomersCustomerSubscriptionsSubscriptionExposedIdDiscount,w,w,floor,,Delete a customer discount
holdout1,stripe,DELETE,/v1/customers/{customer}/tax_ids/{id},DeleteCustomersCustomerTaxIdsId,w,w,floor,,Delete a Customer tax ID
holdout1,stripe,DELETE,/v1/ephemeral_keys/{key},DeleteEphemeralKeysKey,w,w,floor,,Immediately invalidate an ephemeral key
holdout1,stripe,DELETE,/v1/invoiceitems/{invoiceitem},DeleteInvoiceitemsInvoiceitem,w,w,floor,,Delete an invoice item
