set,repo,method,path,operationId,gt_class,pred,rule,evidence,summary
holdout1,stripe,DELETE,/v1/invoices/{invoice},DeleteInvoicesInvoice,w,w,floor,,Delete a draft invoice
holdout1,stripe,DELETE,/v1/plans/{plan},DeletePlansPlan,w,w,floor,,Delete a plan
holdout1,stripe,DELETE,/v1/products/{id},DeleteProductsId,w,w,floor,,Delete a product
holdout1,stripe,DELETE,/v1/products/{product}/features/{id},DeleteProductsProductFeaturesId,w,w,floor,,Remove a feature from a product
holdout1,stripe,DELETE,/v1/radar/value_list_items/{item},DeleteRadarValueListItemsItem,w,w,floor,,Delete a value list item
holdout1,stripe,DELETE,/v1/radar/value_lists/{value_list},DeleteRadarValueListsValueList,w,w,floor,,Delete a value list
holdout1,stripe,DELETE,/v1/subscription_items/{item},DeleteSubscriptionItemsItem,w,w,floor,,Delete a subscription item
holdout1,stripe,DELETE,/v1/subscriptions/{subscription_exposed_id},DeleteSubscriptionsSubscriptionExposedId,x,x,live-verb,summary:cancel,Cancel a subscription
holdout1,stripe,DELETE,/v1/subscriptions/{subscription_exposed_id}/discount,DeleteSubscriptionsSubscriptionExposedIdDiscount,w,w,floor,,Delete a subscription discount
holdout1,stripe,DELETE,/v1/tax_ids/{id},DeleteTaxIdsId,w,w,floor,,Delete a tax ID
holdout1,stripe,DELETE,/v1/terminal/configurations/{configuration},DeleteTerminalConfigurationsConfiguration,w,w,floor,,Delete a Configuration
holdout1,stripe,DELETE,/v1/terminal/locations/{location},DeleteTerminalLocationsLocation,w,w,floor,,Delete a Location
holdout1,stripe,DELETE,/v1/terminal/readers/{reader},DeleteTerminalReadersReader,w,w,floor,,Delete a Reader
holdout1,stripe,DELETE,/v1/test_helpers/test_clocks/{test_clock},DeleteTestHelpersTestClocksTestClock,w,w,floor,,Delete a test clock
holdout1,stripe,DELETE,/v1/webhook_endpoints/{webhook_endpoint},DeleteWebhookEndpointsWebhookEndpoint,w,x,party-noun,opid-token:webhook,Delete a webhook endpoint
holdout1,github,DELETE,/app/installations/{installation_id},apps/delete-installation,x,x,party-noun,summary:installation,Delete an installation for the authenticated app
holdout1,github,DELETE,/applications/{client_id}/token,apps/delete-token,x,x,party-noun,summary:token,Delete an app token
holdout1,github,DELETE,/enterprises/{enterprise}/code-security/configurations/{configuration_id},code-security/delete-configuration-for-enterprise,w,w,floor,,Delete a code security configuration for an enterprise
holdout1,github,PUT,/enterprises/{enterprise}/dependabot/repository-access/default-level,dependabot/set-repository-access-default-level-for-enterprise,w,w,floor,,Set the default repository access level for Dependabot in an enterprise
holdout1,github,PUT,/enterprises/{enterprise}/teams/{enterprise-team}/organizations/{org},enterprise-team-organizations/add,x,x,party-noun,summary:assignment,Add an organization assignment
holdout1,github,DELETE,/gists/{gist_id}/star,gists/unstar,w,w,floor,,Unstar a gist
holdout1,github,DELETE,/notifications/threads/{thread_id},activity/mark-thread-as-done,w,w,floor,,Mark a thread as done
holdout1,github,PUT,/organizations/{org}/actions/cache/storage-limit,actions/set-actions-cache-storage-limit-for-organization,w,x,party-noun,opid:organization,Set GitHub Actions cache storage limit for an organization
holdout1,github,DELETE,/orgs/{org}/actions/hosted-runners/images/custom/{image_definition_id}/versions/{version},actions/delete-custom-image-version-from-org,w,w,floor,,Delete an image version of custom image from the organization
holdout1,github,PUT,/orgs/{org}/actions/permissions,actions/set-github-actions-permissions-organization,w,x,party-noun,summary:permission,Set GitHub Actions permissions for an organization
holdout1,github,PUT,/orgs/{org}/actions/permissions/repositories,actions/set-selected-repositories-enabled-github-actions-organization,w,x,party-noun,opid:organization,Set selected repositories enabled for GitHub Actions in an organization
holdout1,github,PUT,/orgs/{org}/actions/permissions/self-hosted-runners,actions/set-self-hosted-runners-permissions-organization,w,x,party-noun,opid:organization,Set self-hosted runners settings for an organization
holdout1,github,PUT,/orgs/{org}/actions/permissions/workflow,actions/set-github-actions-default-workflow-permissions-organization,w,x,party-noun,summary:permission,Set default workflow permissions for an organization
holdout1,github,PUT,/orgs/{org}/actions/runner-groups/{runner_group_id}/repositories/{repository_id},actions/add-repo-access-to-self-hosted-runner-group-in-org,w,x,party-noun,summary:access,Add repository access to a self-hosted runner group in an organization
holdout1,github,DELETE,/orgs/{org}/actions/runners/{runner_id},actions/delete-self-hosted-runner-from-org,w,w,floor,,Delete a self-hosted runner from an organization
holdout1,github,DELETE,/orgs/{org}/actions/secrets/{secret_name},actions/delete-org-secret,w,w,floor,,Delete an organization secret
holdout1,github,PUT,/orgs/{org}/actions/secrets/{secret_name}/repositories/{repository_id},actions/add-selected-repo-to-org-secret,w,x,party-noun,summary:repository,Add selected repository to an organization secret
holdout1,github,PUT,/orgs/{org}/actions/variables/{name}/repositories/{repository_id},actions/add-selected-repo-to-org-variable,w,x,party-noun,summary:repository,Add selected repository to an organization variable
holdout1,github,DELETE,/orgs/{org}/agents/secrets/{secret_name}/repositories/{repository_id},agents/remove-selected-repo-from-org-secret,w,x,party-noun,summary:repository,Remove selected repository from an organization secret
holdout1,github,DELETE,/orgs/{org}/agents/variables/{name}/repositories/{repository_id},agents/remove-selected-repo-from-org-variable,w,x,party-noun,summary:repository,Remove selected repository from an organization variable
holdout1,github,DELETE,/orgs/{org}/blocks/{username},orgs/unblock-user,w,x,party-noun,summary:user,Unblock a user from an organization
holdout1,github,DELETE,/orgs/{org}/code-security/configurations/{configuration_id},code-security/delete-configuration,w,w,floor,,Delete a code security configuration
holdout1,github,DELETE,/orgs/{org}/codespaces/secrets/{secret_name},codespaces/delete-org-secret,w,w,floor,,Delete an organization secret
holdout1,github,PUT,/orgs/{org}/codespaces/secrets/{secret_name}/repositories/{repository_id},codespaces/add-selected-repo-to-org-secret,w,x,party-noun,summary:repository,Add selected repository to an organization secret
holdout1,github,PUT,/orgs/{org}/copilot-spaces/{space_number}/collaborators/{actor_type}/{actor_identifier},copilot-spaces/update-collaborator-for-org,x,x,party-noun,summary:role,Set a collaborator role for an organization Copilot Space
holdout1,github,DELETE,/orgs/{org}/copilot/billing/selected_users,copilot/cancel-copilot-seat-assignment-for-users,x,x,party-noun,summary:user,Remove users from the Copilot subscription for an organization
holdout1,github,PUT,/orgs/{org}/copilot/coding-agent/permissions/repositories/{repository_id},copilot/enable-copilot-coding-agent-for-repository-in-organization,w,x,party-noun,summary:repository,Enable a repository for Copilot cloud agent in an organization
holdout1,github,PUT,/orgs/{org}/dependabot/secrets/{secret_name},dependabot/create-or-update-org-secret,w,w,floor,,Create or update an organization secret
holdout1,github,DELETE,/orgs/{org}/hooks/{hook_id},orgs/delete-webhook,w,x,party-noun,summary:webhook,Delete an organization webhook
holdout1,github,DELETE,/orgs/{org}/issue-fields/{issue_field_id},orgs/delete-issue-field,w,w,floor,,Delete issue field for an organization
holdout1,github,DELETE,/orgs/{org}/members/{username}/codespaces/{codespace_name},codespaces/delete-from-organization,x,x,party-noun,opid:organization,Delete a codespace from the organization
holdout1,github,DELETE,/orgs/{org}/migrations/{migration_id}/repos/{repo_name}/lock,migrations/unlock-repo-for-org,w,x,party-noun,summary:repository,Unlock an organization repository
holdout1,github,DELETE,/orgs/{org}/organization-roles/users/{username},orgs/revoke-all-org-roles-user,x,x,party-noun,opid:user,Remove all organization roles for a user
holdout1,github,PUT,/orgs/{org}/outside_collaborators/{username},orgs/convert-member-to-outside-collaborator,x,x,live-verb,summary:convert,Convert an organization member to outside collaborator
holdout1,github,DELETE,/orgs/{org}/projectsV2/{project_number}/items/{item_id},projects/delete-item-for-org,w,w,floor,,Delete project item for organization
holdout1,github,PUT,/orgs/{org}/public_members/{username},orgs/set-public-membership-for-authenticated-user,w,w,floor,caller-phrase,Set public organization membership for the authenticated user
holdout1,github,DELETE,/orgs/{org}/security-managers/teams/{team_slug},orgs/remove-security-manager-team,x,x,party-noun,summary:team,Remove a security manager team
holdout1,github,DELETE,/orgs/{org}/settings/immutable-releases/repositories/{repository_id},orgs/disable-selected-repository-immutable-releases-organization,w,x,party-noun,summary:repository,Disable a selected repository for immutable releases in an organization
holdout1,github,DELETE,/orgs/{org}/teams/{team_slug}/memberships/{username},teams/remove-membership-for-user-in-org,x,x,party-noun,summary:membership,Remove team membership for a user
holdout1,github,DELETE,/repos/{owner}/{repo},repos/delete,x,x,party-noun,summary:repository,Delete a repository
holdout1,github,DELETE,/repos/{owner}/{repo}/actions/caches,actions/delete-actions-cache-by-key,w,w,floor,,Delete GitHub Actions caches for a repository (using a cache key)
holdout1,github,PUT,/repos/{owner}/{repo}/actions/permissions/access,actions/set-workflow-access-to-repository,w,x,party-noun,opid:repository,Set the level of access for workflows outside of the repository
holdout1,github,PUT,/repos/{owner}/{repo}/actions/permissions/selected-actions,actions/set-allowed-actions-repository,w,x,party-noun,opid:repository,Set allowed actions and reusable workflows for a repository
holdout1,github,PUT,/repos/{owner}/{repo}/actions/runners/{runner_id}/labels,actions/set-custom-labels-for-self-hosted-runner-for-repo,w,w,floor,,Set custom labels for a self-hosted runner for a repository
holdout1,github,DELETE,/repos/{owner}/{repo}/actions/secrets/{secret_name},actions/delete-repo-secret,w,w,floor,,Delete a repository secret
holdout1,github,PUT,/repos/{owner}/{repo}/actions/workflows/{workflow_id}/enable,actions/enable-workflow,w,w,floor,,Enable a workflow
holdout1,github,DELETE,/repos/{owner}/{repo}/autolinks/{autolink_id},repos/delete-autolink,w,w,floor,,Delete an autolink reference from a repository
holdout1,github,PUT,/repos/{owner}/{repo}/branches/{branch}/protection,repos/update-branch-protection,w,w,floor,,Update branch protection
holdout1,github,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks,repos/remove-status-check-protection,w,w,floor,,Remove status check protection
holdout1,github,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/apps,repos/remove-app-access-restrictions,x,x,party-noun,summary:restriction,Remove app access restrictions
holdout1,github,DELETE,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/users,repos/remove-user-access-restrictions,x,x,party-noun,summary:restriction,Remove user access restrictions
holdout1,github,DELETE,/repos/{owner}/{repo}/codespaces/secrets/{secret_name},codespaces/delete-repo-secret,w,w,floor,,Delete a repository secret
holdout1,github,DELETE,/repos/{owner}/{repo}/comments/{comment_id},repos/delete-commit-comment,w,w,floor,,Delete a commit comment
holdout1,github,DELETE,/repos/{owner}/{repo}/dependabot/secrets/{secret_name},dependabot/delete-repo-secret,w,w,floor,,Delete a repository secret
holdout1,github,PUT,/repos/{owner}/{repo}/environments/{environment_name},repos/create-or-update-environment,w,w,floor,,Create or update an environment
holdout1,github,DELETE,/repos/{owner}/{repo}/environments/{environment_name}/secrets/{secret_name},actions/delete-environment-secret,w,w,floor,,Delete an environment secret
holdout1,github,DELETE,/repos/{owner}/{repo}/hooks/{hook_id},repos/delete-webhook,w,x,party-noun,summary:webhook,Delete a repository webhook
holdout1,github,PUT,/repos/{owner}/{repo}/import,migrations/start-import,x,x,live-verb,summary:start,Start an import
holdout1,github,PUT,/repos/{owner}/{repo}/interaction-limits/pulls/bypass-list,interactions/set-pull-request-bypass-list-for-repo,w,x,party-noun,summary:user,Add users to the pull request creation cap bypass list for a repository
holdout1,github,PUT,/repos/{owner}/{repo}/issues/comments/{comment_id}/pin,issues/pin-comment,w,w,floor,,Pin an issue comment
holdout1,github,PUT,/repos/{owner}/{repo}/issues/{issue_number}/issue-field-values,issues/set-issue-field-values,x,w,floor,,Set issue field values for an issue
holdout1,github,DELETE,/repos/{owner}/{repo}/issues/{issue_number}/labels/{name},issues/remove-label,w,w,floor,,Remove a label from an issue
holdout1,github,DELETE,/repos/{owner}/{repo}/issues/{issue_number}/sub_issue,issues/remove-sub-issue,x,w,floor,,Remove sub-issue
holdout1,github,PUT,/repos/{owner}/{repo}/notifications,activity/mark-repo-notifications-as-read,w,w,floor,,Mark repository notifications as read
holdout1,github,PUT,/repos/{owner}/{repo}/private-vulnerability-reporting,repos/enable-private-vulnerability-reporting,w,w,floor,,Enable private vulnerability reporting for a repository
holdout1,github,PUT,/repos/{owner}/{repo}/pulls/{pull_number}/merge-async,pulls/merge-async,x,x,live-verb,summary:merge,Merge a pull request asynchronously
holdout1,github,PUT,/repos/{owner}/{repo}/pulls/{pull_number}/reviews/{review_id}/dismissals,pulls/dismiss-review,w,w,floor,,Dismiss a review for a pull request
holdout1,github,DELETE,/repos/{owner}/{repo}/releases/{release_id}/reactions/{reaction_id},reactions/delete-for-release,w,x,party-noun,summary:reaction,Delete a release reaction
holdout1,github,DELETE,/repos/{owner}/{repo}/subscription,activity/delete-repo-subscription,w,w,floor,,Delete a repository subscription
holdout1,github,PUT,/repos/{owner}/{repo}/vulnerability-alerts,repos/enable-vulnerability-alerts,w,w,floor,,Enable vulnerability alerts
holdout1,github,DELETE,/teams/{team_id}/memberships/{username},teams/remove-membership-for-user-legacy,x,x,party-noun,summary:membership,Remove team membership for a user (Legacy)
holdout1,github,DELETE,/user/blocks/{username},users/unblock,w,x,party-noun,summary:user,Unblock a user
holdout1,github,PUT,/user/codespaces/secrets/{secret_name}/repositories,codespaces/set-repositories-for-secret-for-authenticated-user,w,x,party-noun,opid:user,Set selected repositories for a user secret
holdout1,github,DELETE,/user/emails,users/delete-email-for-authenticated-user,w,w,floor,caller-phrase,Delete an email address for the authenticated user
holdout1,github,DELETE,/user/installations/{installation_id}/repositories/{repository_id},apps/remove-repo-from-installation-for-authenticated-user,x,x,party-noun,summary:repository,Remove a repository from an app installation
holdout1,github,DELETE,/user/keys/{key_id},users/delete-public-ssh-key-for-authenticated-user,w,w,floor,caller-phrase,Delete a public SSH key for the authenticated user
holdout1,github,DELETE,/user/packages/{package_type}/{package_name}/versions/{package_version_id},packages/delete-package-version-for-authenticated-user,w,w,floor,caller-phrase,Delete a package version for the authenticated user
holdout1,github,DELETE,/user/starred/{owner}/{repo},activity/unstar-repo-for-authenticated-user,w,w,floor,caller-phrase,Unstar a repository for the authenticated user
holdout1,github,DELETE,/users/{username}/copilot-spaces/{space_number},copilot-spaces/delete-for-user,w,x,party-noun,opid:user,Delete a Copilot Space for a user
holdout1,github,DELETE,/users/{username}/copilot-spaces/{space_number}/resources/{space_resource_id},copilot-spaces/delete-resource-for-user,w,x,party-noun,opid:user,Delete a resource from a Copilot Space for a user
holdout1,github,DELETE,/users/{username}/projectsV2/{project_number}/items/{item_id},projects/delete-item-for-user,w,x,party-noun,opid:user,Delete project item for user
holdout2,box,POST,/ai/ask,post_ai_ask,r,x,floor,,Ask question
holdout2,box,POST,/ai/text_gen,post_ai_text_gen,r,x,floor,,Generate text
holdout2,box,POST,/ai_agents,post_ai_agents,x,x,floor,,Create AI agent
holdout2,box,PUT,/ai_agents/{agent_id},put_ai_agents_id,w,w,floor,,Update AI agent
holdout2,box,POST,/collaboration_whitelist_entries,post_collaboration_whitelist_entries,x,x,floor,,Add domain to list of allowed collaboration domains
holdout2,box,GET,/collaboration_whitelist_exempt_targets,get_collaboration_whitelist_exempt_targets,r,r,locked,,List users exempt from collaboration domain restrictions
holdout2,box,GET,/collaboration_whitelist_exempt_targets/{collaboration_whitelist_exempt_target_id},get_collaboration_whitelist_exempt_targets_id,r,r,locked,,Get user exempt from collaboration domain restrictions
holdout2,box,DELETE,/collaborations/{collaboration_id},delete_collaborations_id,x,x,party-noun,summary:collaboration,Remove collaboration
holdout2,box,GET,/collections,get_collections,r,r,locked,,List all collections
holdout2,box,POST,/comments,post_comments,x,x,floor,,Create comment
holdout2,box,PUT,/comments/{comment_id},put_comments_id,w,w,floor,,Update comment
holdout2,box,GET,/enterprises/{enterprise_id}/device_pinners,get_enterprises_id_device_pinners,r,r,locked,,List enterprise device pins
holdout2,box,GET,/file_requests/{file_request_id},get_file_requests_id,r,r,locked,,Get file request
holdout2,box,GET,/file_version_legal_holds,get_file_version_legal_holds,r,r,locked,,List file version legal holds
holdout2,box,GET,/file_version_retentions/{file_version_retention_id},get_file_version_retentions_id,r,r,locked,,Get retention on file
holdout2,box,DELETE,/files/upload_sessions/{upload_session_id},delete_files_upload_sessions_id,w,x,party-noun,summary:session,Remove upload session
holdout2,box,POST,/files/upload_sessions/{upload_session_id}/commit,post_files_upload_sessions_id_commit,x,x,floor,,Commit upload session
holdout2,box,DELETE,/files/{file_id},delete_files_id,w,w,floor,,Delete file
holdout2,box,PUT,/files/{file_id},put_files_id,w,w,floor,,Update file
holdout2,box,PUT,/files/{file_id}#remove_shared_link,put_files_id#remove_shared_link,w,w,floor,,Remove shared link from file
holdout2,box,GET,/files/{file_id}/collaborations,get_files_id_collaborations,r,r,locked,,List file collaborations
holdout2,box,POST,/files/{file_id}/content,post_files_id_content,x,x,floor,,Upload file version
holdout2,box,DELETE,/files/{file_id}/metadata/enterprise/securityClassification-6VMVochwUWo,delete_files_id_metadata_enterprise_securityClassification-6VMVochwUWo,w,w,floor,,Remove classification from file
holdout2,box,PUT,/files/{file_id}/metadata/enterprise/securityClassification-6VMVochwUWo,put_files_id_metadata_enterprise_securityClassification-6VMVochwUWo,w,w,floor,,Update classification on file
holdout2,box,POST,/files/{file_id}/metadata/global/boxSkillsCards,post_files_id_metadata_global_boxSkillsCards,w,x,floor,,Create Box Skill cards on file
holdout2,box,GET,/files/{file_id}/metadata/{scope}/{template_key},get_files_id_metadata_id_id,r,r,locked,,Get metadata instance on file
holdout2,box,GET,/files/{file_id}/tasks,get_files_id_tasks,r,r,locked,,List tasks on file
holdout2,box,GET,/files/{file_id}/trash,get_files_id_trash,r,r,locked,,Get trashed file
holdout2,box,POST,/files/{file_id}/versions/current,post_files_id_versions_current,x,x,floor,,Promote file version
holdout2,box,PUT,/files/{file_id}/versions/{file_version_id},put_files_id_versions_id,w,w,floor,,Restore file version
holdout2,box,PUT,/files/{file_id}/watermark,put_files_id_watermark,w,w,floor,,Apply watermark to file
holdout2,box,DELETE,/folder_locks/{folder_lock_id},delete_folder_locks_id,w,w,floor,,Delete folder lock
holdout2,box,DELETE,/folders/{folder_id},delete_folders_id,w,w,floor,,Delete folder
holdout2,box,PUT,/folders/{folder_id},put_folders_id,w,w,floor,,Update folder
holdout2,box,PUT,/folders/{folder_id}#remove_shared_link,put_folders_id#remove_shared_link,w,w,floor,,Remove shared link from folder
holdout2,box,GET,/folders/{folder_id}/collaborations,get_folders_id_collaborations,r,r,locked,,List folder collaborations
holdout2,box,GET,/folders/{folder_id}/metadata,get_folders_id_metadata,r,r,locked,,List metadata instances on folder
holdout2,box,POST,/folders/{folder_id}/metadata/enterprise/securityClassification-6VMVochwUWo,post_folders_id_metadata_enterprise_securityClassification-6VMVochwUWo,w,x,floor,,Add classification to folder
holdout2,box,GET,/folders/{folder_id}/metadata/{scope}/{template_key},get_folders_id_metadata_id_id,r,r,locked,,Get metadata instance on folder
holdout2,box,DELETE,/folders/{folder_id}/trash,delete_folders_id_trash,w,w,floor,,Permanently remove folder
holdout2,box,GET,/folders/{folder_id}/watermark,get_folders_id_watermark,r,r,locked,,Get watermark for folder
holdout2,box,DELETE,/group_memberships/{group_membership_id},delete_group_memberships_id,x,x,party-noun,summary:user,Remove user from group
holdout2,box,GET,/groups,get_groups,r,r,locked,,List groups for enterprise
holdout2,box,DELETE,/groups/{group_id},delete_groups_id,x,x,party-noun,summary:group,Remove group
holdout2,box,GET,/groups/{group_id}/collaborations,get_groups_id_collaborations,r,r,locked,,List group collaborations
holdout2,box,POST,/integration_mappings/slack,post_integration_mappings_slack,x,x,floor,,Create Slack integration mapping
holdout2,box,GET,/integration_mappings/teams,get_integration_mappings_teams,r,r,locked,,List Teams integration mappings
holdout2,box,PUT,/integration_mappings/teams/{integration_mapping_id},put_integration_mappings_teams_id,w,x,party-noun,opid:team,Update Teams integration mapping
holdout2,box,GET,/legal_hold_policies,get_legal_hold_policies,r,r,locked,,List all legal hold policies
holdout2,box,GET,/legal_hold_policies/{legal_hold_policy_id},get_legal_hold_policies_id,r,r,locked,,Get legal hold policy
holdout2,box,POST,/legal_hold_policy_assignments,post_legal_hold_policy_assignments,x,x,floor,,Assign legal hold policy
holdout2,box,GET,/legal_hold_policy_assignments/{legal_hold_policy_assignment_id}/file_versions_on_hold,get_legal_hold_policy_assignments_id_file_versions_on_hold,r,r,locked,,List previous file versions for legal hold policy assignment
holdout2,box,POST,/metadata_cascade_policies,post_metadata_cascade_policies,x,x,floor,,Create metadata cascade policy
holdout2,box,POST,/metadata_cascade_policies/{metadata_cascade_policy_id}/apply,post_metadata_cascade_policies_id_apply,w,x,floor,,Force-apply metadata cascade policy to folder
holdout2,box,GET,/metadata_taxonomies/{namespace},get_metadata_taxonomies_id,r,r,locked,,Get metadata taxonomies for namespace
holdout2,box,PATCH,/metadata_taxonomies/{namespace}/{taxonomy_key},patch_metadata_taxonomies_id_id,w,x,floor,,Update metadata taxonomy
holdout2,box,POST,/metadata_taxonomies/{namespace}/{taxonomy_key}/levels:append,post_metadata_taxonomies_id_id_levels:append,x,x,floor,,Add metadata taxonomy level
holdout2,box,POST,/metadata_taxonomies/{namespace}/{taxonomy_key}/nodes,post_metadata_taxonomies_id_id_nodes,x,x,floor,,Create metadata taxonomy node
holdout2,box,PATCH,/metadata_taxonomies/{namespace}/{taxonomy_key}/nodes/{node_id},patch_metadata_taxonomies_id_id_nodes_id,w,x,floor,,Update metadata taxonomy node
holdout2,box,GET,/metadata_templates/enterprise/securityClassification-6VMVochwUWo/schema,get_metadata_templates_enterprise_securityClassification-6VMVochwUWo_schema,r,r,locked,,List all classifications
holdout2,box,GET,/metadata_templates/global,get_metadata_templates_global,r,r,locked,,List all global metadata templates
holdout2,box,GET,/metadata_templates/{namespace}/{template_key}/fields/{field_key}/options,get_metadata_templates_id_id_fields_id_options,r,r,locked,,List metadata template's options for taxonomy field
holdout2,box,PUT,/metadata_templates/{scope}/{template_key}/schema,put_metadata_templates_id_id_schema,w,w,floor,,Update metadata template
holdout2,box,POST,/oauth2/token,post_oauth2_token,x,x,floor,,Request access token
holdout2,box,GET,/retention_policies,get_retention_policies,r,r,locked,,List retention policies
holdout2,box,GET,/retention_policies/{retention_policy_id},get_retention_policies_id,r,r,locked,,Get retention policy
holdout2,box,POST,/retention_policy_assignments,post_retention_policy_assignments,x,x,floor,,Assign retention policy
holdout2,box,GET,/retention_policy_assignments/{retention_policy_assignment_id}/file_versions_under_retention,get_retention_policy_assignments_id_file_versions_under_retention,r,r,locked,,Get file versions under retention
holdout2,box,GET,/shared_items,get_shared_items,r,r,locked,,Find file for shared link
holdout2,box,GET,/shared_items#web_links,get_shared_items#web_links,r,r,locked,,Find web link for shared link
holdout2,box,GET,/shield_information_barrier_reports/{shield_information_barrier_report_id},get_shield_information_barrier_reports_id,r,r,locked,,Get shield information barrier report by ID
holdout2,box,DELETE,/shield_information_barrier_segment_members/{shield_information_barrier_segment_member_id},delete_shield_information_barrier_segment_members_id,x,x,party-noun,summary:member,Delete shield information barrier segment member by ID
holdout2,box,POST,/shield_information_barrier_segment_restrictions,post_shield_information_barrier_segment_restrictions,x,x,floor,,Create shield information barrier segment restriction
holdout2,box,GET,/shield_information_barrier_segments,get_shield_information_barrier_segments,r,r,locked,,List shield information barrier segments
holdout2,box,GET,/shield_information_barrier_segments/{shield_information_barrier_segment_id},get_shield_information_barrier_segments_id,r,r,locked,,Get shield information barrier segment with specified ID
holdout2,box,POST,/shield_information_barriers,post_shield_information_barriers,x,x,floor,,Create shield information barrier
holdout2,box,GET,/sign_requests,get_sign_requests,r,r,locked,,List Box Sign requests
holdout2,box,POST,/sign_requests/{sign_request_id}/cancel,post_sign_requests_id_cancel,x,x,live-verb,opid:cancel,Cancel Box Sign request
holdout2,box,GET,/sign_templates/{template_id},get_sign_templates_id,r,r,locked,,Get Box Sign template by ID
holdout2,box,GET,/storage_policies/{storage_policy_id},get_storage_policies_id,r,r,locked,,Get storage policy
holdout2,box,DELETE,/storage_policy_assignments/{storage_policy_assignment_id},delete_storage_policy_assignments_id,w,x,party-noun,opid:assignment,Unassign storage policy
holdout2,box,POST,/task_assignments,post_task_assignments,x,x,floor,,Assign task
holdout2,box,PUT,/task_assignments/{task_assignment_id},put_task_assignments_id,w,x,party-noun,summary:assignment,Update task assignment
holdout2,box,GET,/tasks/{task_id},get_tasks_id,r,r,locked,,Get task
holdout2,box,GET,/terms_of_service_user_statuses,get_terms_of_service_user_statuses,r,r,locked,,List terms of service user statuses
holdout2,box,GET,/terms_of_services,get_terms_of_services,r,r,locked,,List terms of services
holdout2,box,PUT,/terms_of_services/{terms_of_service_id},put_terms_of_services_id,w,w,floor,,Update terms of service
holdout2,box,GET,/users/me,get_users_me,r,r,locked,,Get current user
holdout2,box,GET,/users/{user_id},get_users_id,r,r,locked,,Get user
holdout2,box,GET,/users/{user_id}/avatar,get_users_id_avatar,r,r,locked,,Get user avatar
holdout2,box,POST,/users/{user_id}/email_aliases,post_users_id_email_aliases,x,x,floor,,Create email alias
holdout2,box,GET,/users/{user_id}/memberships,get_users_id_memberships,r,r,locked,,List user's groups
holdout2,box,GET,/web_links/{web_link_id},get_web_links_id,r,r,locked,,Get web link
holdout2,box,PUT,/web_links/{web_link_id}#add_shared_link,put_web_links_id#add_shared_link,w,w,floor,,Add shared link to web link
holdout2,box,PUT,/web_links/{web_link_id}#update_shared_link,put_web_links_id#update_shared_link,w,w,floor,,Update shared link on web link
holdout2,box,GET,/webhooks,get_webhooks,r,r,locked,,List all webhooks
holdout2,box,GET,/webhooks/{webhook_id},get_webhooks_id,r,r,locked,,Get webhook
holdout2,box,POST,/workflows/{workflow_id}/start,post_workflows_id_start,x,x,live-verb,opid:start,Starts workflow based on request body
holdout2,box,GET,/zip_downloads/{zip_download_id}/status,get_zip_downloads_id_status,r,r,locked,,Get zip download status
holdout2,pagerduty,GET,/abilities,listAbilities,r,r,locked,,List abilities
holdout2,pagerduty,GET,/addons/{id},getAddon,r,r,locked,,Get an Add-on
holdout2,pagerduty,GET,/alert_grouping_settings/{id},getAlertGroupingSetting,r,r,locked,,Get an Alert Grouping Setting
holdout2,pagerduty,POST,/analytics/metrics/incidents/services,getAnalyticsMetricsIncidentsService,r,r,read-verb,opid:get,Get aggregated service data
holdout2,pagerduty,POST,/analytics/metrics/responders/all,getAnalyticsMetricsRespondersAll,r,r,read-verb,opid:get,Get aggregated metrics for all responders
holdout2,pagerduty,GET,/analytics/raw/incidents/{id}/responses,getAnalyticsIncidentResponsesById,r,r,locked,,Get raw responses from a single incident
holdout2,pagerduty,POST,/automation_actions/actions,createAutomationAction,x,x,floor,,Create an Automation Action
holdout2,pagerduty,GET,/automation_actions/actions/{id}/services,getAutomationActionsActionServiceAssociations,r,r,locked,,Get all service references associated with an Automation Action
holdout2,pagerduty,POST,/automation_actions/actions/{id}/teams,createAutomationActionTeamAssociation,w,x,floor,,Associate an Automation Action with a team
holdout2,pagerduty,GET,/automation_actions/runners,getAutomationActionsRunners,r,r,locked,,List Automation Action runners
holdout2,pagerduty,GET,/automation_actions/runners/{id}/teams,getAutomationActionsRunnerTeamAssociations,r,r,locked,,Get all team references associated with a runner
holdout2,pagerduty,POST,/business_services,createBusinessService,x,x,floor,,Create a Business Service
holdout2,pagerduty,PUT,/business_services/priority_thresholds,putBusinessServicePriorityThresholds,w,w,floor,,Set the Account-level priority threshold for Business Service impact.
holdout2,pagerduty,POST,/business_services/{id}/account_subscription,createBusinessServiceAccountSubscription,x,x,floor,,Create Business Service Account Subscription
holdout2,pagerduty,GET,/change_events,listChangeEvents,r,r,locked,,List Change Events
holdout2,pagerduty,POST,/enrichment/event_enrichments,createEventEnrichment,x,x,floor,,Create an Event Enrichment
holdout2,pagerduty,PUT,/enrichment/event_enrichments/{id},updateEventEnrichment,w,w,floor,,Update an Event Enrichment
holdout2,pagerduty,PUT,/enrichment/event_enrichments/{id}/rules,updateEventEnrichmentRules,w,w,floor,,Update Event Enrichment rules
