set,repo,path,method,operationId,gt_class,pred,confidence,status,evidence
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},GET,getDocument,r,r,1,assigned,method-prior:GET-locked
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},DELETE,deleteDocument,w,w,0,review,scope:delete-agrees
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/tools,POST,createTool,x,x,1.8,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.971
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/tools,GET,listTools,r,r,1,assigned,method-prior:GET-locked
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},GET,getTool,r,r,1,assigned,method-prior:GET-locked
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},PUT,updateTool,w,w,0,review,scope:update-agrees
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},DELETE,deleteTool,w,w,0,review,scope:delete-agrees
camara,ModelAsAService,/knowledge-bases/{knowledgeBaseId}/tools/{toolId}/call,POST,callTool,x,x,1,assigned,scope:call->raise:xHintShare=1.000
camara,ModelAsAService,/assistants,POST,createAssistant,x,x,1.8,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.971
camara,ModelAsAService,/assistants,GET,listAssistants,r,r,1,assigned,method-prior:GET-locked
camara,ModelAsAService,/assistants/{assistantId},GET,getAssistant,r,r,1,assigned,method-prior:GET-locked
camara,ModelAsAService,/assistants/{assistantId},PUT,updateAssistant,w,w,0,review,scope:update-agrees
camara,ModelAsAService,/assistants/{assistantId},DELETE,deleteAssistant,w,w,0,review,scope:delete-agrees
camara,ModelAsAService,/answer,POST,queryAssistant,r,r,1,assigned,scope:read->lower:r
camara,MostFrequentLocation,/verify,POST,verifyFrequentLocation,r,r,1.8,assigned,scope:verify->lower:r;verbtable:verify->lower:r:shareR=1.000
camara,MultiPointVPN,/networks,POST,createNetwork,x,x,1.8,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.973
camara,MultiPointVPN,/networks/{serviceId},PATCH,updateNetwork,w,x,0.7471264367816092,review,scope:update-write-no-table;corpus:update->lower:w:sharePutPatch=0.747
camara,MultiPointVPN,/networks/{serviceId},GET,getNetwork,r,r,1,assigned,method-prior:GET-locked
camara,MultiPointVPN,/networks/{serviceId},DELETE,deleteNetwork,w,w,0,review,scope:delete-agrees
camara,MultiPointVPN,/assessment,POST,assessConnectionFeasibility,r,r,1,assigned,scope:assess->lower:r
camara,NetworkAccessManagement,/network-access-devices,GET,getNetworkAccessDevices,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/network-access-devices/{networkAccessDeviceId},GET,getNetworkAccessDevice,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/reboot-requests,POST,createRebootRequest,x,x,0.8,assigned,scope:reboot-unknown;verbtable:create->raise:shareX=1.000
camara,NetworkAccessManagement,/reboot-requests,GET,getRebootRequests,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/reboot-requests/{rebootRequestId},GET,getRebootRequest,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/reboot-requests/{rebootRequestId},PATCH,updateRebootRequest,x,x,0.7471264367816092,review,scope:reboot-unknown;corpus:update->lower:w:sharePutPatch=0.747
camara,NetworkAccessManagement,/reboot-requests/{rebootRequestId},DELETE,deleteRebootRequest,w,w,0,review,scope:reboot-unknown
camara,NetworkAccessManagement,/services,GET,getServices,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/services/{serviceId},GET,getService,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/trust-domains/capabilities,GET,getTrustDomainCapabilities,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/trust-domains,POST,createTrustDomain,w,x,0.8,assigned,scope:trust-domains-unknown;verbtable:create->raise:shareX=1.000
camara,NetworkAccessManagement,/trust-domains,GET,getTrustDomains,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/trust-domains/{trustDomainId},GET,getTrustDomain,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/trust-domains/{trustDomainId},PATCH,updateTrustDomain,w,x,0.7471264367816092,review,scope:trust-domains-unknown;corpus:update->lower:w:sharePutPatch=0.747
camara,NetworkAccessManagement,/trust-domains/{trustDomainId},DELETE,deleteTrustDomain,w,w,0,review,scope:trust-domains-unknown
camara,NetworkAccessManagement,/trust-domains/{trustDomainId}/devices,POST,createTrustDomainDevice,x,x,0.8,assigned,scope:devices-unknown;verbtable:create->raise:shareX=1.000
camara,NetworkAccessManagement,/trust-domains/{trustDomainId}/devices,GET,getTrustDomainDevices,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/trust-domains/{trustDomainId}/devices/{deviceId},GET,getTrustDomainDevice,r,r,1,assigned,method-prior:GET-locked
camara,NetworkAccessManagement,/trust-domains/{trustDomainId}/devices/{deviceId},PATCH,updateTrustDomainDevice,w,x,0.7471264367816092,review,scope:devices-unknown;corpus:update->lower:w:sharePutPatch=0.747
camara,NetworkAccessManagement,/trust-domains/{trustDomainId}/devices/{deviceId},DELETE,deleteTrustDomainDevice,w,w,0,review,scope:devices-unknown
camara,NetworkInsights,/health-scores,GET,getHealthScores,r,r,1,assigned,method-prior:GET-locked
camara,NetworkInsights,/traffic-analysis,GET,getTrafficAnalysis,r,r,1,assigned,method-prior:GET-locked
camara,NetworkSliceBooking,/slices/{sliceId}/devices,POST,assignDevice,x,x,0.925,assigned,scope:assign-unknown;flag:callbacks_present->raise:n=40:share=0.925
camara,NetworkSliceBooking,/slices/{sliceId}/devices,GET,getDevices,r,r,1,assigned,method-prior:GET-locked
camara,NetworkSliceBooking,/slices/{sliceId}/release,POST,releaseDevice,x,x,0.9333333333333333,assigned,scope:delete->raise:writeFamilyShare=0.933
camara,NetworkSliceBooking,/retrieve-slices,POST,retrieveSlicesByDevice,r,r,2.7199999999999998,assigned,scope:retrieve->lower:r;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,NetworkSliceBooking,/slices,POST,createSlice,x,x,2.725,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.973;flag:callbacks_present->raise:n=40:share=0.925
camara,NetworkSliceBooking,/slices/{sliceId},DELETE,deleteSlice,w,w,0,review,scope:delete-agrees
camara,NetworkSliceBooking,/slices/{sliceId},GET,getSlice,r,r,1,assigned,method-prior:GET-locked
camara,NumberRecycling,/check,POST,checkNumberRecycling,r,r,1.8,assigned,scope:check->lower:r;verbtable:check->lower:r:shareR=1.000
camara,NumberVerification,/verify,POST,phoneNumberVerify,r,r,1,assigned,scope:verify->lower:r
camara,NumberVerification,/device-phone-number,GET,phoneNumberShare,r,r,1,assigned,method-prior:GET-locked
camara,OTPValidation,/send-code,POST,sendCode,x,x,0,review,scope:send-validate-unknown
camara,OTPValidation,/validate-code,POST,validateCode,w,x,0,review,scope:send-validate-unknown
camara,OptimalEdgeDiscovery,/regions,GET,getRegions,r,r,1,assigned,method-prior:GET-locked
camara,OptimalEdgeDiscovery,/retrieve-optimal-edge-cloud-zones,POST,discoverOptimalEdge,r,r,1,assigned,scope:read->lower:r
camara,PopulationDensityData,/retrieve,POST,retrievePopulationDensity,r,r,2.7199999999999998,assigned,scope:read->lower:r;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000;flag:callbacks_present-suppressed:read-verb
camara,PredictiveConnectivityData,/retrieve,POST,retrieveConnectivity,r,r,2.7199999999999998,assigned,scope:read->lower:r;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000;flag:callbacks_present-suppressed:read-verb
camara,QoSBooking,/qos-bookings,POST,createBooking,x,x,2.723076923076923,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.972;flag:callbacks_present->raise:n=39:share=0.923
camara,QoSBooking,/qos-bookings/{bookingId},GET,getBookingById,r,r,1,assigned,method-prior:GET-locked
camara,QoSBooking,/qos-bookings/{bookingId},DELETE,deleteBooking,w,w,0,review,scope:delete-agrees
camara,QoSBooking,/qos-bookings/{bookingId}/devices/assign,POST,assignDevices,x,x,1.9230769230769231,assigned,scope:create->raise:xHintShare=1.000;flag:callbacks_present->raise:n=39:share=0.923
camara,QoSBooking,/qos-bookings/{bookingId}/devices,GET,getDevicesByBookingId,r,r,1,assigned,method-prior:GET-locked
camara,QoSBooking,/qos-bookings/{bookingId}/devices/release,POST,releaseDevices,x,x,0.9333333333333333,assigned,scope:delete->raise:writeFamilyShare=0.933
camara,QoSBooking,/qos-bookings/retrieve,POST,retrieveBookingByDevice,r,r,1.7200000000000002,assigned,scope:retrieve-by-device-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,QoSBooking,/device-qos-bookings,POST,createBooking,x,x,2.723076923076923,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.972;flag:callbacks_present->raise:n=39:share=0.923
camara,QoSBooking,/device-qos-bookings/{bookingId},GET,getBookingById,r,r,1,assigned,method-prior:GET-locked
camara,QoSBooking,/device-qos-bookings/{bookingId},DELETE,deleteBooking,w,w,0,review,scope:delete-agrees
camara,QoSBooking,/retrieve-device-qos-bookings,POST,retrieveBookingByDevice,r,r,1.7200000000000002,assigned,scope:retrieve-by-device-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,QualityOnDemand,/retrieve-qos-profiles,POST,retrieveQosProfiles,r,r,2.7199999999999998,assigned,scope:read->lower:r;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,QualityOnDemand,/qos-profiles/{name},GET,getQosProfile,r,r,1,assigned,method-prior:GET-locked
camara,QualityOnDemand,/qos-assignments,POST,createQosAssignment,x,x,2.725,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.972;flag:callbacks_present->raise:n=40:share=0.925
camara,QualityOnDemand,/qos-assignments/{assignmentId},GET,getQosAssignmentById,r,r,1,assigned,method-prior:GET-locked
camara,QualityOnDemand,/qos-assignments/{assignmentId},DELETE,revokeQosAssignment,w,w,0,review,scope:delete-agrees
camara,QualityOnDemand,/retrieve-qos-assignment,POST,getQosAssignmentByDevice,r,r,1.634841628959276,assigned,scope:read-by-device-unknown;corpus:get->lower:r:shareGet=0.835;verbtable:get->lower:r:shareR=1.000
camara,QualityOnDemand,/sessions,POST,createSession,x,x,2.725,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.972;flag:callbacks_present->raise:n=40:share=0.925
camara,QualityOnDemand,/sessions/{sessionId},GET,getSession,r,r,1,assigned,method-prior:GET-locked
camara,QualityOnDemand,/sessions/{sessionId},DELETE,deleteSession,w,w,0,review,scope:delete-agrees
camara,QualityOnDemand,/sessions/{sessionId}/extend,POST,extendQosSessionDuration,x,x,0.9333333333333333,assigned,scope:update->raise:writeFamilyShare=0.933
camara,QualityOnDemand,/retrieve-sessions,POST,retrieveSessionsByDevice,r,r,1.7200000000000002,assigned,scope:retrieve-by-device-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,RegionDeviceCount,/count,POST,count,r,r,1,assigned,scope:count->lower:r;flag:callbacks_present-suppressed:read-verb
camara,SessionInsights,/sessions,POST,createSession,x,x,2.726829268292683,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.973;flag:callbacks_present->raise:n=41:share=0.927
camara,SessionInsights,/sessions/{sessionId},GET,getSession,r,r,1,assigned,method-prior:GET-locked
camara,SessionInsights,/sessions/{sessionId},DELETE,deleteSession,w,w,0,review,scope:delete-agrees
camara,SessionInsights,/retrieve-sessions,POST,retrieveSessionsByDevice,r,r,1.7200000000000002,assigned,scope:retrieve-by-device-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,SessionInsights,/sessions/{sessionId}/metrics,POST,sendSessionMetrics,x,x,0.9333333333333333,assigned,scope:write->raise:writeFamilyShare=0.933
camara,SimSwap,/subscriptions,POST,createSimSwapSubscription,x,x,5.6554006968641115,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.973;bodyprop:protocol->raise:n=13:share=1.000;bodyprop:types->raise:n=13:share=1.000;bodyprop:config->raise:n=14:share=0.929;flag:callbacks_present->raise:n=41:share=0.927
camara,SimSwap,/subscriptions,GET,retrieveSubscriptionList,r,r,1,assigned,method-prior:GET-locked
camara,SimSwap,/subscriptions/{subscriptionId},GET,retrieveSubscription,r,r,1,assigned,method-prior:GET-locked
camara,SimSwap,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,w,0,review,scope:delete-agrees
camara,SimSwap,/retrieve-date,POST,retrieveSimSwapDate,r,r,1.7200000000000002,assigned,scope:retrieve-date-unknown;scope:sim-swap-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,SimSwap,/check,POST,checkSimSwap,r,r,1.8,assigned,scope:check->lower:r;scope:sim-swap-unknown;verbtable:check->lower:r:shareR=1.000
camara,SimSwap,/retrieve-age-band,POST,retrieveSimSwapAgeBand,r,r,1.7200000000000002,assigned,scope:retrieve-age-band-unknown;scope:sim-swap-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,SimpleEdgeDiscovery,/retrieve-closest-edge-cloud-zone,POST,readClosestEdgeCloudZone,r,r,2.675,assigned,scope:read->lower:r;corpus:read->lower:r:shareGet=0.875;verbtable:read->lower:r:shareR=1.000
camara,SponsoredData,/sponsorship,POST,startSponsorship,x,x,0.925,assigned,flag:callbacks_present->raise:n=40:share=0.925
camara,SponsoredData,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,GET,getSessionStatus,r,r,1,assigned,method-prior:GET-locked
camara,SponsoredData,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,DELETE,revokeSponsorship,x,w,0,review,
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/campaign-status,GET,getCampaignStatus,r,r,1,assigned,method-prior:GET-locked
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/active-sponsorships,GET,getActiveSponsorships,r,r,1,assigned,method-prior:GET-locked
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/alert-subscription,POST,configureAlerts,x,x,0.925,assigned,corpus:configure->lower:w:sharePutPatch=0.750;flag:callbacks_present->raise:n=40:share=0.925
camara,SponsoredData,/campaign/management,POST,manageCampaign,w,x,0,review,
camara,SubscriptionStatus,/retrieve-subscription-status,POST,retrieveSubscriptionStatus,r,r,1.7200000000000002,assigned,scope:retrieve-subscription-status-unknown;corpus:retrieve->lower:r:shareGet=0.920;verbtable:retrieve->lower:r:shareR=1.000
camara,Tenure,/check-tenure,POST,checkTenure,r,r,0.8,assigned,scope:check-tenure-unknown;verbtable:check->lower:r:shareR=1.000
camara,TrafficInfluence,/traffic-influences,GET,getAllTrafficInfluences,r,r,1,assigned,method-prior:GET-locked
camara,TrafficInfluence,/traffic-influences,POST,postTrafficInfluence,x,x,2.8496240601503757,assigned,scope:write->raise:writeFamilyShare=0.929;bodyprop:subscriptionRequest->raise:n=6:share=1.000;flag:callbacks_present->raise:n=38:share=0.921
camara,TrafficInfluence,/traffic-influence-devices,POST,postTrafficInfluenceDevice,x,x,2.8496240601503757,assigned,scope:write->raise:writeFamilyShare=0.929;bodyprop:subscriptionRequest->raise:n=6:share=1.000;flag:callbacks_present->raise:n=38:share=0.921
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},GET,getTrafficInfluenceById,r,r,1,assigned,method-prior:GET-locked
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},PATCH,patchTrafficInfluence,x,x,1.9210526315789473,assigned,scope:update-write-no-table;corpus:patch->lower:w:sharePutPatch=0.931;bodyprop:subscriptionRequest->raise:n=6:share=1.000;flag:callbacks_present->raise:n=38:share=0.921
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},DELETE,deleteTrafficInfluence,x,x,0.9210526315789473,assigned,scope:delete-agrees;flag:callbacks_present->raise:n=38:share=0.921
camara,VerifiedCaller,/registrations,POST,createRegistration,x,x,2.726829268292683,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.972;flag:callbacks_present->raise:n=41:share=0.927
camara,VerifiedCaller,/registrations,GET,readRegistrations,r,r,1,assigned,method-prior:GET-locked
camara,VerifiedCaller,/registrations/{registrationId},GET,readRegistration,r,r,1,assigned,method-prior:GET-locked
camara,VerifiedCaller,/registrations/{registrationId},DELETE,deleteRegistration,w,w,0,review,scope:delete-agrees
camara,VerifiedCaller,/registrations/{registrationId},PUT,updateRegistration,w,w,0,review,scope:update-agrees
camara,VerifiedCaller,/pre-announce,POST,createPreAnnouncement,x,x,1.8,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.972
camara,WebRTC,/sessions,POST,createSession,x,x,1.8,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.971
camara,WebRTC,/sessions/{mediaSessionId},GET,getSessionDetailsById,r,r,1,assigned,method-prior:GET-locked
camara,WebRTC,/sessions/{mediaSessionId},DELETE,deleteSessionById,x,w,0,review,scope:delete-agrees
camara,WebRTC,/sessions/{mediaSessionId}/status,PUT,updateSessionStatus,x,w,0,review,scope:write-agrees
camara,WebRTC,/subscriptions,POST,createNotificationChannelSubscription,x,x,7.726829268292683,assigned,scope:create->raise:xHintShare=1.000;scope:create->raise:xHintShare=1.000;scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.971;bodyprop:protocol->raise:n=13:share=1.000;bodyprop:types->raise:n=13:share=1.000;bodyprop:config->raise:n=13:share=1.000;flag:callbacks_present->raise:n=41:share=0.927
camara,WebRTC,/subscriptions,GET,retrieveNotificationChannelSubscriptionList,r,r,1,assigned,method-prior:GET-locked
camara,WebRTC,/subscriptions/{subscriptionId},GET,retrieveNotificationChannelSubscription,r,r,1,assigned,method-prior:GET-locked
camara,WebRTC,/subscriptions/{subscriptionId},PUT,updateNotificationChannelSubscription,w,x,1,assigned,scope:update-agrees;bodyprop:config->raise:n=13:share=1.000
camara,WebRTC,/subscriptions/{subscriptionId},DELETE,deleteNotificationChannelSubscription,w,w,0,review,scope:delete-agrees
camara,WebRTC,/sessions,GET,getRegistrationsByDeviceId,r,r,1,assigned,method-prior:GET-locked
camara,WebRTC,/sessions,POST,createRegistration,x,x,1.8,assigned,scope:create->raise:xHintShare=1.000;verbtable:create->raise:shareX=0.971
camara,WebRTC,/sessions/{registrationId},GET,getRegistrationById,r,r,1,assigned,method-prior:GET-locked
camara,WebRTC,/sessions/{registrationId},PUT,updateRegistrationById,w,w,0,review,scope:write-agrees
camara,WebRTC,/sessions/{registrationId},DELETE,deleteRegistrationById,w,w,0,review,scope:delete-agrees
camara,eSimRemoteManagement,/profile/result/query,POST,profileResultQuery,r,r,1,assigned,scope:query->lower:r
camara,eSimRemoteManagement,/profile/oper,POST,profileOperation,x,x,2.9230769230769234,assigned,scope:oper-unknown;bodyprop:protocol->raise:n=12:share=1.000;bodyprop:types->raise:n=12:share=1.000;bodyprop:config->raise:n=13:share=0.923
camara,eSimRemoteManagement,/profile/downloaded-list,POST,profileList,r,x,0,review,scope:downloadedlist-unknown
camara,eSimRemoteManagement,/profile/download,POST,profileDownload,x,x,2.9230769230769234,assigned,scope:download-unknown;bodyprop:protocol->raise:n=12:share=1.000;bodyprop:types->raise:n=12:share=1.000;bodyprop:config->raise:n=13:share=0.923
holdout1,twilio,/2010-04-01/Accounts.json,POST,CreateAccount,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{Sid}.json,POST,UpdateAccount,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Addresses.json,POST,CreateAddress,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Addresses/{Sid}.json,POST,UpdateAddress,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Addresses/{Sid}.json,DELETE,DeleteAddress,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Applications.json,POST,CreateApplication,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Applications/{Sid}.json,POST,UpdateApplication,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Applications/{Sid}.json,DELETE,DeleteApplication,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls.json,POST,CreateCall,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{Sid}.json,POST,UpdateCall,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{Sid}.json,DELETE,DeleteCall,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings.json,POST,CreateCallRecording,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings/{Sid}.json,POST,UpdateCallRecording,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings/{Sid}.json,DELETE,DeleteCallRecording,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{Sid}.json,POST,UpdateConference,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Recordings/{Sid}.json,POST,UpdateConferenceRecording,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Recordings/{Sid}.json,DELETE,DeleteConferenceRecording,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/ConnectApps/{Sid}.json,POST,UpdateConnectApp,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/ConnectApps/{Sid}.json,DELETE,DeleteConnectApp,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{Sid}.json,POST,UpdateIncomingPhoneNumber,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{Sid}.json,DELETE,DeleteIncomingPhoneNumber,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers.json,POST,CreateIncomingPhoneNumber,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{ResourceSid}/AssignedAddOns/{Sid}.json,DELETE,DeleteIncomingPhoneNumberAssignedAddOn,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{ResourceSid}/AssignedAddOns.json,POST,CreateIncomingPhoneNumberAssignedAddOn,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/Local.json,POST,CreateIncomingPhoneNumberLocal,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/Mobile.json,POST,CreateIncomingPhoneNumberMobile,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/TollFree.json,POST,CreateIncomingPhoneNumberTollFree,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Keys/{Sid}.json,POST,UpdateKey,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Keys/{Sid}.json,DELETE,DeleteKey,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Keys.json,POST,CreateNewKey,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages/{MessageSid}/Media/{Sid}.json,DELETE,DeleteMedia,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Queues/{QueueSid}/Members/{CallSid}.json,POST,UpdateMember,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages.json,POST,CreateMessage,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages/{Sid}.json,POST,UpdateMessage,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages/{Sid}.json,DELETE,DeleteMessage,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages/{MessageSid}/Feedback.json,POST,CreateMessageFeedback,w,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/SigningKeys.json,POST,CreateNewSigningKey,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/OutgoingCallerIds/{Sid}.json,POST,UpdateOutgoingCallerId,w,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/OutgoingCallerIds/{Sid}.json,DELETE,DeleteOutgoingCallerId,w,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/OutgoingCallerIds.json,POST,CreateValidationRequest,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Participants/{CallSid}.json,POST,UpdateParticipant,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Participants/{CallSid}.json,DELETE,DeleteParticipant,x,w,0,review,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Participants.json,POST,CreateParticipant,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Payments.json,POST,CreatePayments,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Payments/{Sid}.json,POST,UpdatePayments,x,x,0.7471264367816092,review,corpus:update->lower:w:sharePutPatch=0.747
